session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,L,L,True,12,12
1,1,3,H,H,True,12,12
1,2,2,D,D,True,12,12
1,2,3,J,J,True,11,12
1,3,2,D,F,False,11,12
1,3,3,F,F,True,12,12
1,4,2,S,S,True,12,11
1,4,3,L,L,True,12,11
1,5,2,H,H,True,12,11
1,5,3,G,G,True,11,11
1,6,2,K,K,True,11,11
1,6,3,L,L,True,11,11
1,7,2,L,L,True,11,10
1,7,3,L,L,True,10,10
1,8,2,K,K,True,10,10
1,8,3,J,J,True,10,10
1,9,2,L,L,True,10,10
1,9,3,H,H,True,9,10
1,10,2,G,G,True,9,9
1,10,3,J,K,False,9,9
1,11,2,H,H,True,9,10
1,11,3,K,J,False,8,10
1,12,2,D,D,True,8,11
1,12,3,K,K,True,8,11
1,13,2,D,D,True,8,11
1,13,3,D,D,True,7,11
1,14,2,J,J,True,7,11
1,14,3,K,K,True,7,11
1,15,2,F,F,True,7,10
1,15,3,A,A,True,6,10
1,16,2,J,H,False,6,10
1,16,3,D,D,True,7,10
1,17,2,L,L,True,7,10
1,17,3,A,A,True,7,10
1,18,2,A,A,True,7,9
1,18,3,L,L,True,6,9
1,19,2,L,K,False,6,9
1,19,3,J,J,True,7,9
1,20,2,L,H,False,7,9
1,20,3,L,L,True,8,9
1,21,2,F,F,True,8,8
1,21,3,A,A,True,8,8
1,22,2,K,K,True,8,8
1,22,3,F,F,True,7,8
1,23,2,F,F,True,7,8
1,23,3,D,D,True,7,8
1,24,2,G,G,True,7,7
1,24,3,F,H,False,6,7
1,25,2,L,L,True,6,8
1,25,3,S,S,True,6,8
