session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,S,S,True,12,12
1,1,3,L,L,True,12,12
1,2,2,D,D,True,12,12
1,2,3,F,F,True,11,12
1,3,2,G,G,True,11,12
1,3,3,F,F,True,11,12
1,4,2,K,K,True,11,11
1,4,3,S,S,True,10,11
1,5,2,S,S,True,10,11
1,5,3,D,D,True,10,11
1,6,2,K,K,True,10,11
1,6,3,J,K,False,9,11
1,7,2,S,S,True,9,12
1,7,3,G,G,True,9,12
1,8,2,J,J,True,9,12
1,8,3,K,K,True,8,12
1,9,2,J,J,True,8,12
1,9,3,J,J,True,8,12
1,10,2,K,K,True,8,11
1,10,3,H,H,True,7,11
1,11,2,S,S,True,7,11
1,11,3,K,F,False,7,11
1,12,2,D,S,False,7,12
1,12,3,S,S,True,8,12
1,13,2,F,F,True,8,12
1,13,3,A,A,True,8,12
1,14,2,K,K,True,8,12
1,14,3,J,J,True,7,12
1,15,2,H,H,True,7,11
1,15,3,D,D,True,7,11
1,16,2,A,A,True,7,11
1,16,3,G,G,True,6,11
1,17,2,K,K,True,6,11
1,17,3,S,S,True,6,11
1,18,2,A,A,True,6,10
1,18,3,S,S,True,5,10
1,19,2,F,S,False,5,10
1,19,3,G,G,True,6,10
1,20,2,K,K,True,6,10
1,20,3,S,S,True,6,10
1,21,2,L,G,False,6,9
1,21,3,D,S,False,7,9
1,22,2,D,H,False,7,10
1,22,3,L,L,True,8,10
1,23,2,L,L,True,8,10
1,23,3,D,D,True,8,10
1,24,2,S,S,True,8,10
1,24,3,A,A,True,7,10
1,25,2,J,J,True,7,9
1,25,3,A,A,True,7,9
