session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,D,D,True,12,12
1,1,3,L,L,True,12,12
1,2,2,A,A,True,12,12
1,2,3,D,D,True,11,12
1,3,2,D,D,True,11,12
1,3,3,L,L,True,11,12
1,4,2,D,D,True,11,11
1,4,3,G,G,True,10,11
1,5,2,L,L,True,10,11
1,5,3,A,A,True,10,11
1,6,2,S,S,True,10,11
1,6,3,K,K,True,9,11
1,7,2,H,H,True,9,10
1,7,3,D,D,True,9,10
1,8,2,J,L,False,9,10
1,8,3,L,L,True,10,10
1,9,2,F,F,True,10,10
1,9,3,A,A,True,10,10
1,10,2,G,G,True,10,9
1,10,3,H,H,True,9,9
1,11,2,F,F,True,9,9
1,11,3,S,S,True,9,9
1,12,2,L,L,True,9,9
1,12,3,J,J,True,8,9
1,13,2,H,H,True,8,8
1,13,3,K,K,True,8,8
1,14,2,S,S,True,8,8
1,14,3,S,S,True,7,8
1,15,2,K,K,True,7,8
1,15,3,G,G,True,7,8
1,16,2,S,S,True,7,7
1,16,3,A,A,True,6,7
1,17,2,H,J,False,6,7
1,17,3,J,H,False,7,7
1,18,2,D,D,True,7,8
1,18,3,S,S,True,7,8
1,19,2,L,D,False,7,8
1,19,3,F,F,True,8,8
1,20,2,H,H,True,8,8
1,20,3,J,D,False,8,8
1,21,2,J,F,False,8,9
1,21,3,F,G,False,9,9
1,22,2,D,D,True,9,10
1,22,3,D,D,True,9,10
1,23,2,J,J,True,9,10
1,23,3,K,K,True,8,10
1,24,2,G,G,True,8,10
1,24,3,F,F,True,8,10
1,25,2,A,A,True,8,9
1,25,3,F,F,True,7,9
