session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,K,K,True,12,12
1,1,3,J,J,True,12,12
1,2,2,L,L,True,12,12
1,2,3,J,J,True,11,12
1,3,2,G,G,True,11,12
1,3,3,G,G,True,11,12
1,4,2,L,L,True,11,11
1,4,3,A,A,True,10,11
1,5,2,L,L,True,10,11
1,5,3,A,A,True,10,11
1,6,2,G,G,True,10,11
1,6,3,K,K,True,9,11
1,7,2,G,G,True,9,10
1,7,3,F,K,False,9,10
1,8,2,G,H,False,9,11
1,8,3,A,A,True,10,11
1,9,2,G,G,True,10,11
1,9,3,A,A,True,10,11
1,10,2,H,H,True,10,11
1,10,3,J,J,True,9,11
1,11,2,D,D,True,9,10
1,11,3,D,D,True,9,10
1,12,2,S,S,True,9,10
1,12,3,F,F,True,8,10
1,13,2,K,K,True,8,10
1,13,3,F,F,True,8,10
1,14,2,G,H,False,8,9
1,14,3,J,F,False,9,9
1,15,2,J,J,True,9,10
1,15,3,D,D,True,9,10
1,16,2,A,J,False,9,10
1,16,3,K,K,True,10,10
1,17,2,G,D,False,10,10
1,17,3,F,K,False,11,10
1,18,2,K,K,True,11,11
1,18,3,G,K,False,11,11
1,19,2,A,A,True,11,12
1,19,3,K,K,True,10,12
1,20,2,L,H,False,10,12
1,20,3,K,K,True,11,12
1,21,2,S,H,False,11,12
1,21,3,G,J,False,12,12
1,22,2,J,J,True,12,13
1,22,3,G,G,True,12,13
1,23,2,D,D,True,12,13
1,23,3,J,J,True,11,13
1,24,2,S,K,False,11,13
1,24,3,S,S,True,12,13
1,25,2,A,J,False,12,12
1,25,3,A,J,False,13,12
