session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,D,D,True,12,12
1,1,3,H,H,True,12,12
1,2,2,K,K,True,12,12
1,2,3,A,A,True,11,12
1,3,2,A,A,True,11,12
1,3,3,K,K,True,11,12
1,4,2,A,A,True,11,11
1,4,3,L,L,True,10,11
1,5,2,J,J,True,10,11
1,5,3,J,J,True,10,11
1,6,2,K,J,False,10,11
1,6,3,F,F,True,11,11
1,7,2,D,D,True,11,10
1,7,3,A,A,True,11,10
1,8,2,H,H,True,11,10
1,8,3,H,H,True,10,10
1,9,2,J,J,True,10,10
1,9,3,S,S,True,10,10
1,10,2,H,H,True,10,9
1,10,3,K,K,True,9,9
1,11,2,G,G,True,9,9
1,11,3,H,H,True,9,9
1,12,2,F,F,True,9,9
1,12,3,L,L,True,8,9
1,13,2,L,L,True,8,8
1,13,3,G,G,True,8,8
1,14,2,D,D,True,8,8
1,14,3,L,L,True,7,8
1,15,2,G,G,True,7,8
1,15,3,G,G,True,7,8
1,16,2,L,L,True,7,7
1,16,3,F,F,True,6,7
1,17,2,H,H,True,6,7
1,17,3,L,L,True,6,7
1,18,2,J,J,True,6,7
1,18,3,S,S,True,5,7
1,19,2,D,D,True,5,6
1,19,3,H,H,True,5,6
1,20,2,H,J,False,5,6
1,20,3,L,L,True,6,6
1,21,2,H,H,True,6,6
1,21,3,F,H,False,6,6
1,22,2,S,D,False,6,7
1,22,3,S,S,True,7,7
1,23,2,D,D,True,7,7
1,23,3,G,G,True,7,7
1,24,2,G,G,True,7,7
1,24,3,D,D,True,6,7
1,25,2,J,J,True,6,6
1,25,3,G,G,True,6,6
