session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,A,A,True,12,12
1,1,3,D,D,True,12,12
1,2,2,A,A,True,12,12
1,2,3,K,K,True,11,12
1,3,2,L,L,True,11,12
1,3,3,H,H,True,11,12
1,4,2,J,J,True,11,11
1,4,3,F,F,True,10,11
1,5,2,D,D,True,10,11
1,5,3,S,S,True,10,11
1,6,2,A,A,True,10,11
1,6,3,D,D,True,9,11
1,7,2,G,G,True,9,10
1,7,3,K,K,True,9,10
1,8,2,J,J,True,9,10
1,8,3,F,F,True,8,10
1,9,2,A,A,True,8,10
1,9,3,H,H,True,8,10
1,10,2,A,A,True,8,9
1,10,3,F,F,True,7,9
1,11,2,L,F,False,7,9
1,11,3,H,H,True,8,9
1,12,2,A,A,True,8,9
1,12,3,K,K,True,8,9
1,13,2,H,H,True,8,8
1,13,3,J,K,False,7,8
1,14,2,F,F,True,7,9
1,14,3,D,D,True,7,9
1,15,2,A,A,True,7,9
1,15,3,H,H,True,6,9
1,16,2,K,K,True,6,9
1,16,3,S,S,True,6,9
1,17,2,D,D,True,6,8
1,17,3,K,K,True,5,8
1,18,2,A,A,True,5,8
1,18,3,L,D,False,5,8
1,19,2,L,H,False,5,9
1,19,3,J,J,True,6,9
1,20,2,F,F,True,6,9
1,20,3,K,K,True,6,9
1,21,2,D,D,True,6,9
1,21,3,J,J,True,5,9
1,22,2,A,D,False,5,8
1,22,3,J,J,True,6,8
1,23,2,K,K,True,6,8
1,23,3,A,A,True,6,8
1,24,2,H,F,False,6,8
1,24,3,S,S,True,7,8
1,25,2,A,A,True,7,7
1,25,3,H,H,True,7,7
