session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,K,K,True,12,12
1,1,3,L,L,True,12,12
1,2,2,L,L,True,12,12
1,2,3,A,A,True,11,12
1,3,2,G,G,True,11,12
1,3,3,K,K,True,11,12
1,4,2,H,H,True,11,11
1,4,3,H,H,True,10,11
1,5,2,S,S,True,10,11
1,5,3,A,A,True,10,11
1,6,2,K,K,True,10,11
1,6,3,S,S,True,9,11
1,7,2,K,K,True,9,10
1,7,3,A,A,True,9,10
1,8,2,L,L,True,9,10
1,8,3,L,L,True,8,10
1,9,2,H,H,True,8,10
1,9,3,H,H,True,8,10
1,10,2,K,K,True,8,9
1,10,3,F,F,True,7,9
1,11,2,F,F,True,7,9
1,11,3,S,S,True,7,9
1,12,2,D,D,True,7,9
1,12,3,L,L,True,6,9
1,13,2,L,H,False,6,8
1,13,3,S,S,True,7,8
1,14,2,J,F,False,7,8
1,14,3,D,D,True,8,8
1,15,2,H,H,True,8,8
1,15,3,A,A,True,8,8
1,16,2,A,A,True,8,7
1,16,3,H,H,True,7,7
1,17,2,A,A,True,7,7
1,17,3,H,H,True,7,7
1,18,2,H,H,True,7,7
1,18,3,A,A,True,6,7
1,19,2,L,A,False,6,6
1,19,3,G,H,False,7,6
1,20,2,F,H,False,7,7
1,20,3,K,K,True,8,7
1,21,2,F,F,True,8,7
1,21,3,F,F,True,8,7
1,22,2,D,D,True,8,7
1,22,3,L,D,False,7,7
1,23,2,L,L,True,7,8
1,23,3,G,G,True,7,8
1,24,2,G,G,True,7,8
1,24,3,F,F,True,6,8
1,25,2,G,G,True,6,8
1,25,3,S,S,True,6,8
