session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,D,D,True,12,12
1,1,3,G,F,False,12,12
1,2,2,L,L,True,12,13
1,2,3,G,G,True,11,13
1,3,2,S,S,True,11,13
1,3,3,H,H,True,11,13
1,4,2,S,S,True,11,13
1,4,3,H,H,True,10,13
1,5,2,H,H,True,10,12
1,5,3,L,J,False,10,12
1,6,2,F,F,True,10,13
1,6,3,D,D,True,9,13
1,7,2,G,G,True,9,13
1,7,3,L,L,True,9,13
1,8,2,H,H,True,9,13
1,8,3,H,H,True,8,13
1,9,2,H,H,True,8,12
1,9,3,D,D,True,8,12
1,10,2,G,G,True,8,12
1,10,3,G,G,True,7,12
1,11,2,L,G,False,7,12
1,11,3,K,K,True,8,12
1,12,2,J,J,True,8,11
1,12,3,F,F,True,8,11
1,13,2,D,D,True,8,11
1,13,3,G,G,True,7,11
1,14,2,S,S,True,7,11
1,14,3,K,D,False,7,11
1,15,2,A,A,True,7,12
1,15,3,J,J,True,6,12
1,16,2,A,A,True,6,12
1,16,3,K,D,False,6,12
1,17,2,K,K,True,6,13
1,17,3,J,J,True,5,13
1,18,2,L,S,False,5,13
1,18,3,D,D,True,6,13
1,19,2,K,K,True,6,13
1,19,3,A,A,True,6,13
1,20,2,G,G,True,6,12
1,20,3,F,F,True,5,12
1,21,2,L,D,False,5,12
1,21,3,S,S,True,6,12
1,22,2,A,D,False,6,12
1,22,3,F,F,True,7,12
1,23,2,F,F,True,7,11
1,23,3,L,L,True,7,11
1,24,2,F,F,True,7,11
1,24,3,A,A,True,6,11
1,25,2,D,D,True,6,11
1,25,3,H,J,False,6,11
2,1,2,G,F,False,6,11
2,1,3,H,H,True,7,11
2,2,2,S,S,True,7,11
2,2,3,H,H,True,7,11
2,3,2,S,S,True,7,11
2,3,3,S,S,True,6,11
2,4,2,G,D,False,6,10
2,4,3,G,G,True,7,10
2,5,2,A,A,True,7,10
2,5,3,F,F,True,7,10
2,6,2,H,D,False,7,10
2,6,3,L,L,True,8,10
2,7,2,G,G,True,8,9
2,7,3,K,K,True,8,9
2,8,2,J,J,True,8,9
2,8,3,F,F,True,7,9
2,9,2,D,D,True,7,9
2,9,3,F,F,True,7,9
2,10,2,F,F,True,7,8
2,10,3,D,D,True,6,8
2,11,2,H,F,False,6,8
2,11,3,F,F,True,7,8
2,12,2,H,D,False,7,8
2,12,3,G,G,True,8,8
2,13,2,S,S,True,8,7
2,13,3,D,D,True,8,7
2,14,2,H,H,True,8,7
2,14,3,A,A,True,7,7
2,15,2,L,F,False,7,7
2,15,3,S,S,True,8,7
2,16,2,L,D,False,8,6
2,16,3,K,K,True,9,6
2,17,2,K,K,True,9,6
2,17,3,A,A,True,9,6
2,18,2,H,H,True,9,6
2,18,3,K,K,True,8,6
2,19,2,D,D,True,8,5
2,19,3,D,D,True,8,5
2,20,2,K,K,True,8,5
2,20,3,L,D,False,7,5
2,21,2,H,H,True,7,6
2,21,3,H,H,True,7,6
2,22,2,K,K,True,7,6
2,22,3,A,D,False,6,6
2,23,2,K,K,True,6,7
2,23,3,S,S,True,6,7
2,24,2,F,S,False,6,7
2,24,3,D,D,True,7,7
2,25,2,S,S,True,7,7
2,25,3,K,K,True,7,7
3,1,2,D,D,True,7,7
3,1,3,F,F,True,7,7
3,2,2,F,F,True,7,7
3,2,3,H,K,False,6,7
3,3,2,H,F,False,6,8
3,3,3,L,L,True,7,8
3,4,2,J,J,True,7,8
3,4,3,A,A,True,7,8
3,5,2,A,A,True,7,8
3,5,3,F,F,True,6,8
3,6,2,F,D,False,6,7
3,6,3,S,S,True,7,7
3,7,2,D,D,True,7,7
3,7,3,J,F,False,7,7
3,8,2,A,A,True,7,8
3,8,3,K,K,True,6,8
3,9,2,S,S,True,6,8
3,9,3,F,F,True,6,8
3,10,2,S,S,True,6,8
3,10,3,F,F,True,5,8
3,11,2,S,F,False,5,7
3,11,3,A,A,True,6,7
3,12,2,H,F,False,6,7
3,12,3,S,S,True,7,7
3,13,2,D,D,True,7,7
3,13,3,S,S,True,7,7
3,14,2,A,A,True,7,6
3,14,3,K,K,True,6,6
3,15,2,F,F,True,6,6
3,15,3,H,F,False,6,6
3,16,2,J,F,False,6,7
3,16,3,J,F,False,7,7
3,17,2,H,F,False,7,8
3,17,3,F,F,True,8,8
3,18,2,H,H,True,8,8
3,18,3,K,K,True,8,8
3,19,2,S,S,True,8,8
3,19,3,A,A,True,7,8
3,20,2,J,F,False,7,7
3,20,3,J,J,True,8,7
3,21,2,G,G,True,8,7
3,21,3,G,G,True,8,7
3,22,2,A,A,True,8,7
3,22,3,H,H,True,7,7
3,23,2,H,H,True,7,6
3,23,3,L,F,False,7,6
3,24,2,S,S,True,7,7
3,24,3,G,G,True,6,7
3,25,2,D,D,True,6,7
3,25,3,S,S,True,6,7
