session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,H,H,True,12,12
1,1,3,G,G,True,12,12
1,2,2,S,S,True,12,12
1,2,3,S,S,True,11,12
1,3,2,K,K,True,11,12
1,3,3,D,D,True,11,12
1,4,2,F,F,True,11,11
1,4,3,S,H,False,10,11
1,5,2,G,G,True,10,12
1,5,3,S,S,True,10,12
1,6,2,D,D,True,10,12
1,6,3,F,F,True,9,12
1,7,2,A,A,True,9,12
1,7,3,A,A,True,9,12
1,8,2,J,J,True,9,11
1,8,3,D,D,True,8,11
1,9,2,J,J,True,8,11
1,9,3,F,F,True,8,11
1,10,2,L,G,False,8,11
1,10,3,J,J,True,9,11
1,11,2,L,J,False,9,10
1,11,3,K,K,True,10,10
1,12,2,H,F,False,10,10
1,12,3,A,A,True,11,10
1,13,2,J,J,True,11,10
1,13,3,D,D,True,11,10
1,14,2,J,J,True,11,9
1,14,3,H,H,True,10,9
1,15,2,A,A,True,10,9
1,15,3,S,S,True,10,9
1,16,2,K,K,True,10,9
1,16,3,G,G,True,9,9
1,17,2,L,F,False,9,8
1,17,3,F,G,False,10,8
1,18,2,F,F,True,10,9
1,18,3,G,G,True,10,9
1,19,2,K,K,True,10,9
1,19,3,A,A,True,9,9
1,20,2,D,G,False,9,9
1,20,3,K,K,True,10,9
1,21,2,G,G,True,10,8
1,21,3,S,G,False,10,8
1,22,2,D,D,True,10,9
1,22,3,D,D,True,9,9
1,23,2,L,G,False,9,9
1,23,3,F,F,True,10,9
1,24,2,H,F,False,10,9
1,24,3,A,A,True,11,9
1,25,2,L,K,False,11,8
1,25,3,F,G,False,12,8
