session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,D,D,True,12,12
1,1,3,J,J,True,12,12
1,2,2,G,G,True,12,12
1,2,3,A,A,True,11,12
1,3,2,J,J,True,11,12
1,3,3,A,A,True,11,12
1,4,2,H,H,True,11,11
1,4,3,J,J,True,10,11
1,5,2,H,H,True,10,11
1,5,3,J,J,True,10,11
1,6,2,J,J,True,10,11
1,6,3,F,F,True,9,11
1,7,2,H,H,True,9,10
1,7,3,A,A,True,9,10
1,8,2,K,J,False,9,10
1,8,3,A,A,True,10,10
1,9,2,G,G,True,10,10
1,9,3,F,F,True,10,10
1,10,2,J,J,True,10,9
1,10,3,D,D,True,9,9
1,11,2,D,D,True,9,9
1,11,3,A,A,True,9,9
1,12,2,L,L,True,9,9
1,12,3,F,D,False,8,9
1,13,2,D,D,True,8,10
1,13,3,K,K,True,8,10
1,14,2,J,J,True,8,10
1,14,3,J,J,True,7,10
1,15,2,F,F,True,7,10
1,15,3,D,D,True,7,10
1,16,2,J,J,True,7,9
1,16,3,H,J,False,6,9
1,17,2,S,J,False,6,10
1,17,3,A,A,True,7,10
1,18,2,K,K,True,7,10
1,18,3,G,G,True,7,10
1,19,2,H,H,True,7,10
1,19,3,F,F,True,6,10
1,20,2,H,K,False,6,9
1,20,3,D,D,True,7,9
1,21,2,D,D,True,7,9
1,21,3,L,L,True,7,9
1,22,2,H,H,True,7,9
1,22,3,F,F,True,6,9
1,23,2,K,K,True,6,8
1,23,3,H,H,True,6,8
1,24,2,D,D,True,6,8
1,24,3,H,H,True,5,8
1,25,2,H,J,False,5,8
1,25,3,L,L,True,6,8
2,1,2,A,A,True,6,8
2,1,3,L,J,False,6,8
2,2,2,A,K,False,6,9
2,2,3,H,H,True,7,9
2,3,2,S,G,False,7,9
2,3,3,S,S,True,8,9
2,4,2,L,K,False,8,9
2,4,3,D,D,True,9,9
2,5,2,K,K,True,9,8
2,5,3,H,J,False,9,8
2,6,2,J,J,True,9,9
2,6,3,F,J,False,8,9
2,7,2,A,A,True,8,10
2,7,3,L,L,True,8,10
2,8,2,L,L,True,8,10
2,8,3,S,S,True,7,10
2,9,2,L,L,True,7,10
2,9,3,D,D,True,7,10
2,10,2,L,J,False,7,9
2,10,3,A,A,True,8,9
2,11,2,L,L,True,8,9
2,11,3,H,H,True,8,9
2,12,2,G,G,True,8,9
2,12,3,D,D,True,7,9
2,13,2,J,J,True,7,8
2,13,3,A,A,True,7,8
2,14,2,K,K,True,7,8
2,14,3,L,L,True,6,8
2,15,2,L,L,True,6,8
2,15,3,J,J,True,6,8
2,16,2,H,J,False,6,7
2,16,3,S,S,True,7,7
2,17,2,K,K,True,7,7
2,17,3,S,S,True,7,7
2,18,2,D,D,True,7,7
2,18,3,D,D,True,6,7
2,19,2,H,J,False,6,6
2,19,3,K,K,True,7,6
2,20,2,D,D,True,7,6
2,20,3,S,S,True,7,6
2,21,2,L,L,True,7,6
2,21,3,S,S,True,6,6
2,22,2,D,D,True,6,5
2,22,3,L,L,True,6,5
2,23,2,F,D,False,6,5
2,23,3,L,K,False,7,5
2,24,2,F,S,False,7,6
2,24,3,J,J,True,8,6
2,25,2,L,L,True,8,6
2,25,3,K,D,False,8,6
3,1,2,L,J,False,8,6
3,1,3,K,K,True,9,6
3,2,2,G,G,True,9,6
3,2,3,L,J,False,9,6
3,3,2,H,H,True,9,7
3,3,3,L,J,False,8,7
3,4,2,F,F,True,8,8
3,4,3,D,D,True,8,8
3,5,2,J,J,True,8,8
3,5,3,L,H,False,7,8
3,6,2,S,S,True,7,9
3,6,3,F,F,True,7,9
3,7,2,A,A,True,7,9
3,7,3,L,L,True,6,9
3,8,2,A,J,False,6,9
3,8,3,L,L,True,7,9
3,9,2,K,K,True,7,8
3,9,3,A,A,True,7,8
3,10,2,D,D,True,7,8
3,10,3,H,H,True,6,8
3,11,2,D,D,True,6,8
3,11,3,S,S,True,6,8
3,12,2,D,F,False,6,7
3,12,3,F,F,True,7,7
3,13,2,A,A,True,7,7
3,13,3,S,S,True,7,7
3,14,2,G,G,True,7,7
3,14,3,H,H,True,6,7
3,15,2,F,F,True,6,6
3,15,3,S,F,False,6,6
3,16,2,H,F,False,6,7
3,16,3,L,H,False,7,7
3,17,2,D,D,True,7,8
3,17,3,D,D,True,7,8
3,18,2,L,H,False,7,8
3,18,3,H,F,False,8,8
3,19,2,K,K,True,8,9
3,19,3,K,K,True,8,9
3,20,2,F,F,True,8,9
3,20,3,G,G,True,7,9
3,21,2,F,F,True,7,9
3,21,3,H,H,True,7,9
3,22,2,A,A,True,7,8
3,22,3,S,S,True,6,8
3,23,2,S,S,True,6,8
3,23,3,H,H,True,6,8
3,24,2,F,F,True,6,8
3,24,3,J,J,True,5,8
3,25,2,J,H,False,5,7
3,25,3,D,D,True,6,7
