session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,L,S,False,12,12
1,1,3,K,K,True,13,12
1,2,2,K,K,True,13,12
1,2,3,L,L,True,13,12
1,3,2,S,S,True,13,12
1,3,3,D,D,True,12,12
1,4,2,D,D,True,12,11
1,4,3,H,H,True,12,11
1,5,2,H,H,True,12,11
1,5,3,D,D,True,11,11
1,6,2,J,J,True,11,11
1,6,3,L,L,True,11,11
1,7,2,H,H,True,11,10
1,7,3,L,L,True,10,10
1,8,2,A,A,True,10,10
1,8,3,L,L,True,10,10
1,9,2,F,F,True,10,10
1,9,3,S,S,True,9,10
1,10,2,F,F,True,9,9
1,10,3,J,J,True,9,9
1,11,2,A,A,True,9,9
1,11,3,G,G,True,8,9
1,12,2,K,K,True,8,9
1,12,3,F,F,True,8,9
1,13,2,J,J,True,8,8
1,13,3,L,L,True,7,8
1,14,2,L,L,True,7,8
1,14,3,G,G,True,7,8
1,15,2,A,A,True,7,8
1,15,3,K,K,True,6,8
1,16,2,A,A,True,6,7
1,16,3,S,S,True,6,7
1,17,2,G,G,True,6,7
1,17,3,D,D,True,5,7
1,18,2,H,A,False,5,7
1,18,3,L,L,True,6,7
1,19,2,L,L,True,6,6
1,19,3,F,A,False,6,6
1,20,2,K,K,True,6,7
1,20,3,K,K,True,5,7
1,21,2,L,K,False,5,7
1,21,3,D,D,True,6,7
1,22,2,K,K,True,6,7
1,22,3,S,S,True,6,7
1,23,2,H,H,True,6,6
1,23,3,F,F,True,5,6
1,24,2,K,K,True,5,6
1,24,3,F,K,False,5,6
1,25,2,J,K,False,5,7
1,25,3,D,D,True,6,7
