session,trial,staircase,letter,response,correct,alpha1,alpha2
2,22,3,S,S,True,0.1,0.12
2,23,2,K,K,True,0.1,0.11
2,23,3,A,A,True,0.1,0.11
2,24,2,F,F,True,0.1,0.11
2,24,3,J,F,False,0.09,0.11
2,25,2,G,G,True,0.09,0.12
2,25,3,G,G,True,0.09,0.12
3,1,2,G,F,False,0.09,0.12
3,1,3,L,L,True,0.1,0.12
3,2,2,J,J,True,0.1,0.12
3,2,3,A,A,True,0.1,0.12
3,3,2,K,K,True,0.1,0.12
3,3,3,F,F,True,0.09,0.12
3,4,2,L,L,True,0.09,0.11
3,4,3,A,A,True,0.09,0.11
3,5,2,A,A,True,0.09,0.11
3,5,3,L,L,True,0.08,0.11
3,6,2,F,F,True,0.08,0.11
3,6,3,L,F,False,0.08,0.11
3,7,2,D,D,True,0.08,0.12
3,7,3,S,S,True,0.07,0.12
3,8,2,L,F,False,0.07,0.12
3,8,3,G,G,True,0.08,0.12
3,9,2,L,F,False,0.08,0.12
3,9,3,H,H,True,0.09,0.12
3,10,2,J,S,False,0.09,0.11
3,10,3,A,A,True,0.1,0.11
3,11,2,S,S,True,0.1,0.11
3,11,3,L,L,True,0.1,0.11
3,12,2,K,K,True,0.1,0.11
3,12,3,A,A,True,0.09,0.11
3,13,2,H,H,True,0.09,0.1
3,13,3,F,F,True,0.09,0.1
3,14,2,A,A,True,0.09,0.1
3,14,3,J,F,False,0.08,0.1
3,15,2,G,F,False,0.08,0.11
3,15,3,F,F,True,0.09,0.11
3,16,2,F,F,True,0.09,0.11
3,16,3,K,K,True,0.09,0.11
3,17,2,D,D,True,0.09,0.11
3,17,3,H,F,False,0.08,0.11
3,18,2,K,K,True,0.08,0.12
3,18,3,G,G,True,0.08,0.12
3,19,2,K,K,True,0.08,0.12
3,19,3,F,F,True,0.07,0.12
3,20,2,D,G,False,0.07,0.12
3,20,3,F,F,True,0.08,0.12
3,21,2,L,L,True,0.08,0.11
3,21,3,H,F,False,0.08,0.11
3,22,2,G,G,True,0.08,0.12
3,22,3,F,F,True,0.07,0.12
3,23,2,A,A,True,0.07,0.12
3,23,3,G,G,True,0.07,0.12
3,24,2,L,F,False,0.07,0.12
3,24,3,A,A,True,0.08,0.12
3,25,2,D,D,True,0.08,0.11
3,25,3,S,S,True,0.08,0.11
