session,trial,staircase,letter,response,correct,alpha1,alpha2
1,1,2,K,K,True,0.15,0.15
1,1,3,D,D,True,0.15,0.15
1,2,2,L,L,True,0.15,0.15
1,2,3,H,L,False,0.14,0.15
1,3,2,D,D,True,0.14,0.16
1,3,3,L,L,True,0.14,0.16
1,4,2,J,J,True,0.14,0.16
1,4,3,J,J,True,0.13,0.16
1,5,2,A,A,True,0.13,0.16
1,5,3,S,S,True,0.13,0.16
1,6,2,S,S,True,0.13,0.15
1,6,3,F,F,True,0.12,0.15
1,7,2,F,F,True,0.12,0.15
1,7,3,L,L,True,0.12,0.15
1,8,2,G,G,True,0.12,0.15
1,8,3,K,K,True,0.11,0.15
1,9,2,L,L,True,0.11,0.14
1,9,3,S,S,True,0.11,0.14
1,10,2,L,F,False,0.11,0.14
1,10,3,F,F,True,0.12,0.14
1,11,2,K,K,True,0.12,0.14
1,11,3,S,S,True,0.12,0.14
1,12,2,D,D,True,0.12,0.13
1,12,3,A,J,False,0.11,0.13
1,13,2,L,L,True,0.11,0.14
1,13,3,D,D,True,0.11,0.14
1,14,2,J,J,True,0.11,0.14
1,14,3,F,F,True,0.1,0.14
1,15,2,H,H,True,0.1,0.14
1,15,3,K,K,True,0.1,0.14
1,16,2,A,G,False,0.1,0.13
1,16,3,K,K,True,0.11,0.13
1,17,2,S,S,True,0.11,0.13
1,17,3,S,S,True,0.11,0.13
1,18,2,G,G,True,0.11,0.13
1,18,3,J,A,False,0.1,0.13
1,19,2,S,S,True,0.1,0.14
1,19,3,A,A,True,0.1,0.14
1,20,2,K,K,True,0.1,0.14
1,20,3,F,F,True,0.09,0.14
1,21,2,G,G,True,0.09,0.14
1,21,3,F,F,True,0.09,0.14
1,22,2,F,F,True,0.09,0.13
1,22,3,A,A,True,0.08,0.13
1,23,2,D,D,True,0.08,0.13
1,23,3,D,D,True,0.08,0.13
1,24,2,S,S,True,0.08,0.13
1,24,3,S,S,True,0.07,0.13
1,25,2,S,S,True,0.07,0.12
1,25,3,D,D,True,0.07,0.12
