session,trial,staircase,letter,response,correct,alpha1,alpha2
1,1,2,J,H,False,0.15,0.15
1,1,3,J,J,True,0.16,0.15
1,2,2,L,K,False,0.16,0.15
1,2,3,G,G,True,0.17,0.15
1,3,2,F,F,True,0.17,0.15
1,3,3,L,H,False,0.17,0.15
1,4,2,K,K,True,0.17,0.16
1,4,3,H,G,False,0.16,0.16
1,5,2,G,G,True,0.16,0.17
1,5,3,G,G,True,0.16,0.17
1,6,2,J,J,True,0.16,0.17
1,6,3,K,K,True,0.15,0.17
1,7,2,G,G,True,0.15,0.17
1,7,3,L,S,False,0.15,0.17
1,8,2,D,H,False,0.15,0.18
1,8,3,H,H,True,0.16,0.18
1,9,2,K,K,True,0.16,0.18
1,9,3,D,D,True,0.16,0.18
1,10,2,D,D,True,0.16,0.18
1,10,3,J,J,True,0.15,0.18
1,11,2,A,A,True,0.15,0.17
1,11,3,G,G,True,0.15,0.17
1,12,2,G,G,True,0.15,0.17
1,12,3,K,K,True,0.14,0.17
1,13,2,H,H,True,0.14,0.17
1,13,3,G,G,True,0.14,0.17
1,14,2,F,H,False,0.14,0.16
1,14,3,S,G,False,0.15,0.16
1,15,2,L,H,False,0.15,0.17
1,15,3,S,G,False,0.16,0.17
1,16,2,J,G,False,0.16,0.18
1,16,3,J,G,False,0.17,0.18
1,17,2,F,H,False,0.17,0.19
1,17,3,A,A,True,0.18,0.19
1,18,2,A,G,False,0.18,0.19
1,18,3,F,F,True,0.19,0.19
1,19,2,A,A,True,0.19,0.19
1,19,3,S,G,False,0.19,0.19
1,20,2,L,D,False,0.19,0.2
1,20,3,K,K,True,0.2,0.2
1,21,2,J,J,True,0.2,0.2
1,21,3,S,S,True,0.2,0.2
1,22,2,J,J,True,0.2,0.2
1,22,3,G,G,True,0.19,0.2
1,23,2,L,L,True,0.19,0.19
1,23,3,D,D,True,0.19,0.19
1,24,2,G,G,True,0.19,0.19
1,24,3,D,D,True,0.18,0.19
1,25,2,H,S,False,0.18,0.19
1,25,3,F,K,False,0.19,0.19
2,1,2,F,F,True,0.19,0.19
2,1,3,H,H,True,0.19,0.19
2,2,2,D,D,True,0.19,0.19
2,2,3,S,S,True,0.18,0.19
2,3,2,H,H,True,0.18,0.19
2,3,3,J,J,True,0.18,0.19
