session,trial,staircase,letter,response,correct,alpha1,alpha2
1,1,2,S,S,True,0.15,0.15
1,1,3,A,A,True,0.15,0.15
1,2,2,J,F,False,0.15,0.15
1,2,3,D,D,True,0.16,0.15
1,3,2,D,D,True,0.16,0.15
1,3,3,L,L,True,0.16,0.15
1,4,2,A,F,False,0.16,0.14
1,4,3,S,S,True,0.17,0.14
1,5,2,L,L,True,0.17,0.14
1,5,3,H,H,True,0.17,0.14
1,6,2,D,D,True,0.17,0.14
1,6,3,J,S,False,0.16,0.14
1,7,2,D,D,True,0.16,0.15
1,7,3,J,J,True,0.16,0.15
1,8,2,L,L,True,0.16,0.15
1,8,3,D,D,True,0.15,0.15
1,9,2,D,D,True,0.15,0.15
1,9,3,H,H,True,0.15,0.15
1,10,2,F,F,True,0.15,0.14
1,10,3,H,H,True,0.14,0.14
1,11,2,H,H,True,0.14,0.14
1,11,3,G,G,True,0.14,0.14
1,12,2,D,D,True,0.14,0.14
1,12,3,H,H,True,0.13,0.14
1,13,2,G,G,True,0.13,0.13
1,13,3,J,L,False,0.13,0.13
1,14,2,H,H,True,0.13,0.14
1,14,3,L,H,False,0.12,0.14
1,15,2,K,F,False,0.12,0.15
1,15,3,F,F,True,0.13,0.15
1,16,2,K,J,False,0.13,0.15
1,16,3,L,L,True,0.14,0.15
1,17,2,J,J,True,0.14,0.15
1,17,3,S,D,False,0.14,0.15
1,18,2,J,J,True,0.14,0.16
1,18,3,S,S,True,0.13,0.16
1,19,2,H,H,True,0.13,0.16
1,19,3,G,K,False,0.13,0.16
1,20,2,D,D,True,0.13,0.17
1,20,3,A,A,True,0.12,0.17
1,21,2,J,J,True,0.12,0.17
1,21,3,G,G,True,0.12,0.17
1,22,2,K,L,False,0.12,0.17
1,22,3,K,K,True,0.13,0.17
1,23,2,A,A,True,0.13,0.16
1,23,3,D,D,True,0.13,0.16
1,24,2,S,S,True,0.13,0.16
1,24,3,F,F,True,0.12,0.16
1,25,2,L,J,False,0.12,0.16
1,25,3,F,F,True,0.13,0.16
