block,trial,word,color,congruent,rt_ms,response_key,recognized_color,correct,timed_out,no_response
2,16,red,blue,False,462.0,f,blue,True,False,False
2,17,blue,blue,True,513.9,f,blue,True,False,False
2,18,red,blue,False,365.8,f,blue,True,False,False
2,19,yellow,yellow,True,409.3,k,yellow,True,False,False
2,20,blue,green,False,339.2,j,green,True,False,False
2,21,red,red,True,658.6,d,red,True,False,False
2,22,yellow,red,False,433.9,d,red,True,False,False
2,23,green,green,True,445.2,j,green,True,False,False
2,24,red,blue,False,796.1,f,blue,True,False,False
2,25,yellow,red,False,447.1,d,red,True,False,False
2,26,green,yellow,False,404.1,k,yellow,True,False,False
2,27,yellow,yellow,True,394.0,j,green,False,False,False
2,28,red,red,True,500.2,d,red,True,False,False
2,29,yellow,blue,False,1305.6,f,blue,True,False,False
2,30,blue,blue,True,395.7,f,blue,True,False,False
2,31,green,green,True,451.6,j,green,True,False,False
2,32,blue,green,False,600.9,j,green,True,False,False
2,33,red,red,True,448.1,d,red,True,False,False
2,34,yellow,blue,False,1047.3,f,blue,True,False,False
2,35,green,green,True,440.8,j,green,True,False,False
2,36,blue,yellow,False,471.4,k,yellow,True,False,False
2,37,yellow,red,False,480.3,d,red,True,False,False
2,38,green,green,True,492.4,j,green,True,False,False
2,39,blue,blue,True,700.8,f,blue,True,False,False
2,40,yellow,yellow,True,548.7,k,yellow,True,False,False
2,41,yellow,red,False,348.2,d,red,True,False,False
2,42,blue,blue,True,504.4,f,blue,True,False,False
2,43,green,green,True,473.2,j,green,True,False,False
2,44,red,green,False,706.2,d,red,False,False,False
2,45,red,green,False,1217.6,j,green,True,False,False
2,46,green,green,True,351.1,j,green,True,False,False
2,47,yellow,yellow,True,419.3,k,yellow,True,False,False
2,48,blue,green,False,839.0,j,green,True,False,False
2,49,yellow,yellow,True,481.4,k,yellow,True,False,False
2,50,blue,yellow,False,446.7,k,yellow,True,False,False
2,51,red,yellow,False,354.6,k,yellow,True,False,False
2,52,blue,blue,True,596.1,f,blue,True,False,False
2,53,yellow,blue,False,500.7,f,blue,True,False,False
2,54,green,green,True,490.1,j,green,True,False,False
2,55,green,green,True,365.3,j,green,True,False,False
2,56,red,red,True,410.5,d,red,True,False,False
2,57,green,green,True,663.4,j,green,True,False,False
2,58,green,yellow,False,503.3,k,yellow,True,False,False
2,59,blue,red,False,483.7,d,red,True,False,False
2,60,yellow,red,False,369.3,d,red,True,False,False
2,61,green,green,True,512.3,j,green,True,False,False
2,62,blue,red,False,527.6,d,red,True,False,False
2,63,yellow,blue,False,765.9,f,blue,True,False,False
2,64,red,red,True,580.6,d,red,True,False,False
2,65,green,red,False,604.7,d,red,True,False,False
2,66,red,blue,False,803.7,f,blue,True,False,False
2,67,blue,blue,True,1100.2,f,blue,True,False,False
2,68,green,yellow,False,561.8,k,yellow,True,False,False
2,69,blue,blue,True,538.8,f,blue,True,False,False
2,70,red,red,True,559.8,d,red,True,False,False
2,71,red,red,True,523.8,d,red,True,False,False
2,72,red,green,False,522.3,j,green,True,False,False
2,73,blue,blue,True,840.3,f,blue,True,False,False
2,74,green,blue,False,411.6,f,blue,True,False,False
2,75,blue,blue,True,336.7,f,blue,True,False,False
2,76,green,green,True,487.5,j,green,True,False,False
2,77,yellow,blue,False,582.0,f,blue,True,False,False
2,78,yellow,yellow,True,419.2,k,yellow,True,False,False
2,79,yellow,yellow,True,350.5,k,yellow,True,False,False
2,80,red,green,False,950.5,j,green,True,False,False
2,81,blue,green,False,451.9,j,green,True,False,False
2,82,red,green,False,557.4,j,green,True,False,False
2,83,red,blue,False,419.1,f,blue,True,False,False
2,84,green,red,False,461.2,d,red,True,False,False
2,85,blue,red,False,402.3,d,red,True,False,False
2,86,red,red,True,346.0,d,red,True,False,False
2,87,red,yellow,False,1420.7,k,yellow,True,False,False
2,88,green,green,True,479.1,j,green,True,False,False
2,89,blue,blue,True,499.0,f,blue,True,False,False
2,90,blue,red,False,480.1,d,red,True,False,False
2,91,blue,blue,True,751.3,f,blue,True,False,False
2,92,red,blue,False,470.6,f,blue,True,False,False
2,93,red,red,True,650.4,d,red,True,False,False
2,94,green,green,True,377.8,j,green,True,False,False
2,95,red,blue,False,528.1,f,blue,True,False,False
2,96,blue,blue,True,424.2,f,blue,True,False,False
2,97,yellow,red,False,877.5,d,red,True,False,False
2,98,yellow,yellow,True,675.4,k,yellow,True,False,False
2,99,blue,blue,True,627.5,f,blue,True,False,False
2,100,green,green,True,350.8,j,green,True,False,False
3,1,green,green,True,493.8,j,green,True,False,False
3,2,green,green,True,328.8,j,green,True,False,False
3,3,red,red,True,495.5,d,red,True,False,False
3,4,yellow,green,False,583.7,j,green,True,False,False
3,5,blue,green,False,527.6,j,green,True,False,False
3,6,red,green,False,349.8,j,green,True,False,False
3,7,red,green,False,334.4,j,green,True,False,False
3,8,green,green,True,351.6,j,green,True,False,False
3,9,red,yellow,False,557.9,k,yellow,True,False,False
3,10,red,yellow,False,300.0,k,yellow,True,False,False
3,11,green,red,False,483.7,d,red,True,False,False
3,12,red,green,False,497.3,j,green,True,False,False
3,13,yellow,blue,False,441.8,f,blue,True,False,False
3,14,yellow,blue,False,352.3,f,blue,True,False,False
3,15,yellow,yellow,True,518.4,k,yellow,True,False,False
3,16,green,green,True,443.8,k,yellow,False,False,False
3,17,blue,blue,True,653.4,f,blue,True,False,False
3,18,red,red,True,436.0,d,red,True,False,False
3,19,green,yellow,False,1360.0,k,yellow,True,False,False
3,20,red,green,False,677.2,f,blue,False,False,False
3,21,green,green,True,512.1,j,green,True,False,False
3,22,blue,green,False,290.8,j,green,True,False,False
3,23,green,green,True,324.6,j,green,True,False,False
3,24,red,red,True,482.1,d,red,True,False,False
3,25,red,blue,False,319.3,f,blue,True,False,False
3,26,red,yellow,False,535.4,k,yellow,True,False,False
3,27,green,blue,False,1440.1,f,blue,True,False,False
3,28,blue,blue,True,406.4,f,blue,True,False,False
3,29,green,red,False,540.1,d,red,True,False,False
3,30,yellow,blue,False,399.7,f,blue,True,False,False
3,31,yellow,blue,False,659.9,f,blue,True,False,False
3,32,blue,blue,True,337.3,f,blue,True,False,False
3,33,green,green,True,404.6,j,green,True,False,False
3,34,red,red,True,543.1,d,red,True,False,False
3,35,yellow,blue,False,658.7,f,blue,True,False,False
3,36,yellow,red,False,446.8,d,red,True,False,False
3,37,green,red,False,502.9,d,red,True,False,False
3,38,yellow,yellow,True,441.1,k,yellow,True,False,False
3,39,yellow,red,False,647.0,d,red,True,False,False
3,40,yellow,red,False,361.1,d,red,True,False,False
3,41,blue,blue,True,514.6,f,blue,True,False,False
3,42,blue,red,False,508.0,d,red,True,False,False
3,43,red,blue,False,483.0,d,red,False,False,False
3,44,green,green,True,438.7,j,green,True,False,False
3,45,red,green,False,366.5,j,green,True,False,False
3,46,blue,blue,True,545.5,f,blue,True,False,False
3,47,blue,green,False,420.8,f,blue,False,False,False
3,48,red,blue,False,1130.6,f,blue,True,False,False
3,49,green,blue,False,1604.4,f,blue,True,False,False
3,50,blue,blue,True,386.2,f,blue,True,False,False
3,51,red,yellow,False,530.1,k,yellow,True,False,False
3,52,green,green,True,877.0,j,green,True,False,False
3,53,green,yellow,False,482.1,k,yellow,True,False,False
3,54,green,green,True,522.4,j,green,True,False,False
3,55,yellow,yellow,True,430.2,k,yellow,True,False,False
3,56,green,green,True,431.6,j,green,True,False,False
3,57,green,green,True,398.6,j,green,True,False,False
3,58,yellow,blue,False,534.0,f,blue,True,False,False
3,59,yellow,yellow,True,470.6,k,yellow,True,False,False
3,60,red,green,False,629.4,j,green,True,False,False
3,61,red,red,True,418.3,d,red,True,False,False
3,62,red,red,True,391.3,d,red,True,False,False
3,63,yellow,blue,False,673.9,f,blue,True,False,False
3,64,blue,blue,True,412.0,f,blue,True,False,False
3,65,blue,blue,True,326.0,f,blue,True,False,False
3,66,yellow,green,False,524.1,j,green,True,False,False
3,67,blue,yellow,False,391.2,k,yellow,True,False,False
3,68,green,green,True,362.0,j,green,True,False,False
3,69,yellow,green,False,543.3,j,green,True,False,False
3,70,blue,blue,True,454.7,f,blue,True,False,False
3,71,yellow,blue,False,507.1,f,blue,True,False,False
3,72,yellow,yellow,True,611.4,k,yellow,True,False,False
3,73,red,red,True,484.3,d,red,True,False,False
3,74,yellow,blue,False,838.8,f,blue,True,False,False
3,75,blue,blue,True,346.6,f,blue,True,False,False
3,76,green,green,True,419.4,j,green,True,False,False
3,77,green,green,True,333.0,j,green,True,False,False
3,78,green,red,False,662.7,d,red,True,False,False
3,79,green,green,True,386.9,j,green,True,False,False
3,80,red,red,True,658.6,d,red,True,False,False
3,81,blue,blue,True,486.6,f,blue,True,False,False
3,82,green,green,True,447.9,j,green,True,False,False
3,83,red,red,True,822.8,d,red,True,False,False
3,84,blue,blue,True,506.5,f,blue,True,False,False
3,85,blue,blue,True,1028.6,f,blue,True,False,False
3,86,yellow,red,False,907.9,k,yellow,False,False,False
3,87,green,green,True,528.9,j,green,True,False,False
3,88,green,red,False,821.3,d,red,True,False,False
3,89,green,green,True,494.2,j,green,True,False,False
3,90,yellow,red,False,597.7,d,red,True,False,False
3,91,red,red,True,471.2,d,red,True,False,False
3,92,red,green,False,484.3,f,blue,False,False,False
3,93,blue,yellow,False,675.0,k,yellow,True,False,False
3,94,red,yellow,False,336.0,k,yellow,True,False,False
3,95,yellow,green,False,448.7,j,green,True,False,False
3,96,yellow,yellow,True,868.4,k,yellow,True,False,False
3,97,blue,yellow,False,440.9,k,yellow,True,False,False
3,98,green,green,True,1236.4,j,green,True,False,False
3,99,yellow,green,False,383.3,j,green,True,False,False
3,100,blue,blue,True,318.9,f,blue,True,False,False
4,1,red,red,True,474.8,d,red,True,False,False
4,2,green,red,False,449.2,d,red,True,False,False
4,3,yellow,red,False,328.5,d,red,True,False,False
4,4,green,green,True,472.7,f,blue,False,False,False
4,5,blue,blue,True,493.4,f,blue,True,False,False
4,6,yellow,red,False,601.3,d,red,True,False,False
4,7,blue,red,False,602.8,d,red,True,False,False
4,8,green,green,True,570.1,j,green,True,False,False
4,9,red,green,False,394.1,j,green,True,False,False
4,10,yellow,yellow,True,453.8,k,yellow,True,False,False
4,11,yellow,yellow,True,453.1,k,yellow,True,False,False
4,12,red,red,True,541.5,d,red,True,False,False
4,13,yellow,green,False,676.9,j,green,True,False,False
4,14,blue,blue,True,551.7,f,blue,True,False,False
4,15,blue,yellow,False,424.5,k,yellow,True,False,False
4,16,red,yellow,False,564.8,k,yellow,True,False,False
4,17,yellow,yellow,True,472.7,k,yellow,True,False,False
4,18,red,yellow,False,440.5,k,yellow,True,False,False
4,19,yellow,red,False,541.9,d,red,True,False,False
4,20,blue,blue,True,521.3,f,blue,True,False,False
4,21,yellow,red,False,548.0,d,red,True,False,False
4,22,red,blue,False,410.7,f,blue,True,False,False
4,23,yellow,blue,False,734.6,f,blue,True,False,False
4,24,green,yellow,False,689.3,k,yellow,True,False,False
4,25,blue,red,False,652.9,d,red,True,False,False
4,26,yellow,yellow,True,515.4,k,yellow,True,False,False
4,27,red,green,False,524.2,j,green,True,False,False
4,28,blue,yellow,False,830.3,k,yellow,True,False,False
4,29,red,yellow,False,402.4,k,yellow,True,False,False
4,30,red,yellow,False,318.8,k,yellow,True,False,False
4,31,red,red,True,1120.3,d,red,True,False,False
4,32,yellow,red,False,429.1,d,red,True,False,False
4,33,green,green,True,647.5,j,green,True,False,False
4,34,green,green,True,367.8,j,green,True,False,False
4,35,red,red,True,528.1,d,red,True,False,False
4,36,blue,yellow,False,641.1,k,yellow,True,False,False
4,37,red,blue,False,781.2,f,blue,True,False,False
4,38,yellow,blue,False,375.1,f,blue,True,False,False
4,39,green,green,True,1011.7,j,green,True,False,False
4,40,yellow,yellow,True,448.0,k,yellow,True,False,False
4,41,red,red,True,453.2,d,red,True,False,False
4,42,green,green,True,554.7,j,green,True,False,False
4,43,red,red,True,446.8,d,red,True,False,False
4,44,blue,blue,True,827.4,f,blue,True,False,False
4,45,red,red,True,746.1,d,red,True,False,False
4,46,yellow,yellow,True,453.7,k,yellow,True,False,False
4,47,yellow,yellow,True,456.4,k,yellow,True,False,False
4,48,green,green,True,463.4,j,green,True,False,False
4,49,yellow,yellow,True,521.7,k,yellow,True,False,False
4,50,green,green,True,598.4,j,green,True,False,False
4,51,red,blue,False,603.5,d,red,False,False,False
4,52,blue,red,False,935.5,f,blue,False,False,False
4,53,yellow,yellow,True,519.7,k,yellow,True,False,False
4,54,blue,yellow,False,437.8,k,yellow,True,False,False
4,55,yellow,blue,False,803.2,f,blue,True,False,False
4,56,yellow,green,False,502.4,j,green,True,False,False
4,57,yellow,yellow,True,1096.4,k,yellow,True,False,False
4,58,green,yellow,False,399.4,k,yellow,True,False,False
4,59,green,yellow,False,320.3,k,yellow,True,False,False
4,60,yellow,red,False,517.4,d,red,True,False,False
4,61,red,yellow,False,1508.7,k,yellow,True,False,False
4,62,blue,blue,True,524.0,f,blue,True,False,False
4,63,red,red,True,494.3,d,red,True,False,False
4,64,blue,blue,True,860.8,f,blue,True,False,False
4,65,blue,yellow,False,565.1,k,yellow,True,False,False
4,66,green,yellow,False,473.6,k,yellow,True,False,False
4,67,yellow,red,False,528.3,d,red,True,False,False
4,68,blue,red,False,470.8,d,red,True,False,False
4,69,yellow,yellow,True,554.6,k,yellow,True,False,False
4,70,blue,red,False,446.8,d,red,True,False,False
4,71,green,green,True,624.9,j,green,True,False,False
4,72,red,red,True,531.8,d,red,True,False,False
4,73,yellow,red,False,432.1,d,red,True,False,False
4,74,blue,green,False,667.1,j,green,True,False,False
4,75,yellow,blue,False,524.3,f,blue,True,False,False
4,76,green,green,True,412.9,j,green,True,False,False
4,77,red,yellow,False,474.3,k,yellow,True,False,False
4,78,blue,blue,True,549.4,f,blue,True,False,False
4,79,yellow,green,False,373.6,j,green,True,False,False
4,80,red,red,True,517.1,d,red,True,False,False
4,81,green,green,True,523.4,j,green,True,False,False
4,82,blue,blue,True,487.4,f,blue,True,False,False
4,83,green,green,True,599.7,j,green,True,False,False
4,84,yellow,yellow,True,484.9,k,yellow,True,False,False
4,85,red,yellow,False,439.5,k,yellow,True,False,False
4,86,green,green,True,901.8,j,green,True,False,False
4,87,yellow,red,False,450.7,d,red,True,False,False
4,88,blue,green,False,644.9,j,green,True,False,False
4,89,green,yellow,False,511.4,k,yellow,True,False,False
4,90,yellow,yellow,True,1012.5,k,yellow,True,False,False
4,91,blue,blue,True,531.8,f,blue,True,False,False
4,92,green,green,True,494.5,j,green,True,False,False
4,93,green,red,False,431.5,d,red,True,False,False
4,94,red,red,True,525.9,d,red,True,False,False
4,95,blue,blue,True,1876.1,f,blue,True,False,False
4,96,green,red,False,1311.4,d,red,True,False,False
4,97,green,yellow,False,449.0,k,yellow,True,False,False
4,98,green,green,True,535.4,j,green,True,False,False
4,99,green,blue,False,692.8,f,blue,True,False,False
4,100,green,green,True,501.8,j,green,True,False,False
