block,trial,word,color,congruent,rt_ms,recognized_text,recognized_color_word,correct,timed_out,no_response,audio_file
1,1,blue,blue,True,508.3,blue,blue,True,False,False,data\voice\audio\123_20260915_153515\block1_trial001.wav
1,2,blue,green,False,479.9,red,red,False,False,False,data\voice\audio\123_20260915_153515\block1_trial002.wav
1,3,red,green,False,893.5,green,green,True,True,False,data\voice\audio\123_20260915_153515\block1_trial003.wav
1,4,yellow,yellow,True,1589.0,yellow,yellow,True,True,False,data\voice\audio\123_20260915_153515\block1_trial004.wav
