block,trial,word,color,congruent,rt_ms,recognized_text,recognized_color_word,correct,timed_out,no_response,audio_file
1,1,blue,red,False,577.7,blue,blue,False,False,False,data\voice\audio\222_20260915_155326\block1_trial001.wav
1,2,red,red,True,575.3,red,red,True,False,False,data\voice\audio\222_20260915_155326\block1_trial002.wav
1,3,yellow,yellow,True,573.0,yellow,yellow,True,False,False,data\voice\audio\222_20260915_155326\block1_trial003.wav
1,4,red,blue,False,543.4,green,green,False,False,False,data\voice\audio\222_20260915_155326\block1_trial004.wav
1,5,green,green,True,1083.1,red green,green,True,True,False,data\voice\audio\222_20260915_155326\block1_trial005.wav
1,6,blue,blue,True,1049.2,blue,blue,True,True,False,data\voice\audio\222_20260915_155326\block1_trial006.wav
