block,trial,word,color,congruent,rt_ms,recognized_text,recognized_color_word,correct,timed_out,no_response,audio_file
1,1,red,yellow,False,534.1,red,red,False,False,False,data\voice\audio\123_20260915_153546\block1_trial001.wav
1,2,red,red,True,680.6,red,red,True,False,False,data\voice\audio\123_20260915_153546\block1_trial002.wav
1,3,blue,blue,True,,,,False,True,True,data\voice\audio\123_20260915_153546\block1_trial003.wav
