block,trial,word,color,congruent,rt_ms,recognized_text,correct,timed_out,no_response,audio_file,max_rms,onset_offset_in_wav_ms
3,26,yellow,green,False,757.7,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial026.wav,5845.9,808.0
3,27,blue,blue,True,645.9,blue,True,False,False,data\voice\audio\1_20260818_215922\block3_trial027.wav,4004.0,702.0
3,28,yellow,green,False,763.3,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial028.wav,4914.5,816.7
3,29,green,yellow,False,1047.0,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial029.wav,4082.7,1106.2
3,30,yellow,yellow,True,583.9,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial030.wav,3235.4,641.8
3,31,yellow,yellow,True,563.8,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial031.wav,3375.9,614.1
3,32,red,red,True,661.0,red,True,False,False,data\voice\audio\1_20260818_215922\block3_trial032.wav,3752.9,713.5
3,33,green,red,False,992.3,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial033.wav,3316.0,1046.5
3,34,yellow,yellow,True,654.3,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial034.wav,2626.7,681.8
3,35,green,green,True,762.6,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial035.wav,4857.9,812.7
3,36,blue,blue,True,697.5,blue,True,False,False,data\voice\audio\1_20260818_215922\block3_trial036.wav,4317.6,756.2
3,37,red,red,True,709.5,red,True,False,False,data\voice\audio\1_20260818_215922\block3_trial037.wav,3633.6,769.5
3,38,red,green,False,900.8,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial038.wav,4672.9,953.9
3,39,yellow,yellow,True,722.1,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial039.wav,4116.4,772.5
3,40,yellow,green,False,708.7,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial040.wav,5581.6,757.0
3,41,yellow,red,False,738.6,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial041.wav,3526.8,794.9
3,42,green,green,True,755.8,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial042.wav,3983.8,781.2
3,43,green,yellow,False,760.9,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial043.wav,3278.0,818.5
3,44,red,green,False,959.1,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial044.wav,2642.5,1008.1
3,45,yellow,yellow,True,863.2,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial045.wav,3921.7,900.0
3,46,blue,red,False,826.8,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial046.wav,4187.0,877.8
3,47,red,yellow,False,763.9,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial047.wav,2824.5,820.9
3,48,red,red,True,648.2,red,True,False,False,data\voice\audio\1_20260818_215922\block3_trial048.wav,3113.6,700.5
3,49,green,yellow,False,837.6,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial049.wav,3513.7,886.5
3,50,blue,red,False,920.6,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial050.wav,3719.6,977.0
3,51,blue,yellow,False,897.9,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial051.wav,3191.1,952.8
3,52,green,green,True,929.5,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial052.wav,3709.7,973.8
3,53,yellow,yellow,True,821.2,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial053.wav,3405.9,878.4
3,54,green,green,True,1284.9,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial054.wav,5872.8,1334.7
3,55,red,yellow,False,825.5,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial055.wav,3793.4,884.8
3,56,green,red,False,1426.1,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial056.wav,3467.7,1485.8
3,57,green,yellow,False,1018.5,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial057.wav,3692.1,1076.1
3,58,red,red,True,660.9,red,True,False,False,data\voice\audio\1_20260818_215922\block3_trial058.wav,3514.5,713.1
3,59,green,yellow,False,738.6,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial059.wav,3366.0,789.9
3,60,red,yellow,False,633.2,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial060.wav,3544.2,687.0
3,61,green,green,True,726.1,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial061.wav,4242.4,785.0
3,62,red,yellow,False,726.1,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial062.wav,2914.8,771.1
3,63,green,green,True,1169.7,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial063.wav,3171.3,1224.0
3,64,green,green,True,678.1,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial064.wav,3228.7,730.9
3,65,yellow,green,False,1029.9,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial065.wav,3415.9,1080.5
3,66,yellow,red,False,753.2,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial066.wav,3230.6,806.2
3,67,yellow,yellow,True,815.3,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial067.wav,4262.9,874.0
3,68,yellow,yellow,True,640.1,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial068.wav,3797.6,695.7
3,69,green,green,True,923.0,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial069.wav,4480.9,979.1
3,70,green,green,True,740.3,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial070.wav,4187.4,795.2
3,71,blue,blue,True,702.5,blue,True,False,False,data\voice\audio\1_20260818_215922\block3_trial071.wav,4621.3,759.5
3,72,green,green,True,858.9,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial072.wav,4111.9,906.4
3,73,red,yellow,False,985.4,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial073.wav,4020.3,1026.6
3,74,red,blue,False,936.9,blue,True,True,False,data\voice\audio\1_20260818_215922\block3_trial074.wav,4248.8,996.1
3,75,blue,red,False,781.2,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial075.wav,3069.5,835.1
3,76,green,blue,False,869.6,blue,True,True,False,data\voice\audio\1_20260818_215922\block3_trial076.wav,5283.1,929.5
3,77,yellow,blue,False,843.6,blue,True,True,False,data\voice\audio\1_20260818_215922\block3_trial077.wav,5787.2,893.3
3,78,red,green,False,172.3,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial078.wav,4713.5,226.0
3,79,red,yellow,False,938.5,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial079.wav,4110.1,979.7
3,80,blue,yellow,False,1396.4,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial080.wav,3336.4,1453.2
3,81,green,yellow,False,874.4,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial081.wav,3651.4,926.0
3,82,green,blue,False,739.4,blue,True,False,False,data\voice\audio\1_20260818_215922\block3_trial082.wav,4098.4,790.6
3,83,yellow,red,False,797.3,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial083.wav,4144.1,852.1
3,84,green,blue,False,1227.0,blue,True,True,False,data\voice\audio\1_20260818_215922\block3_trial084.wav,4342.2,1269.1
3,85,blue,green,False,941.2,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial085.wav,4494.8,981.4
3,86,yellow,red,False,904.3,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial086.wav,3774.1,961.0
3,87,red,green,False,930.9,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial087.wav,3884.9,987.2
3,88,blue,yellow,False,808.7,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial088.wav,2906.6,857.6
3,89,red,red,True,826.8,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial089.wav,3508.7,884.1
3,90,yellow,yellow,True,673.0,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial090.wav,4196.0,729.7
3,91,green,green,True,930.5,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial091.wav,4415.2,984.7
3,92,red,red,True,769.4,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial092.wav,4917.4,826.2
3,93,yellow,yellow,True,700.7,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial093.wav,4037.4,754.9
3,94,red,red,True,629.5,red,True,False,False,data\voice\audio\1_20260818_215922\block3_trial094.wav,2998.3,679.0
3,95,blue,red,False,943.5,red,True,True,False,data\voice\audio\1_20260818_215922\block3_trial095.wav,3357.2,994.6
3,96,yellow,red,False,696.3,yellow,False,False,False,data\voice\audio\1_20260818_215922\block3_trial096.wav,3368.7,750.7
3,97,yellow,yellow,True,843.0,yellow,True,True,False,data\voice\audio\1_20260818_215922\block3_trial097.wav,3787.2,895.8
3,98,green,green,True,727.8,green,True,False,False,data\voice\audio\1_20260818_215922\block3_trial098.wav,4991.7,751.0
3,99,blue,green,False,932.8,green,True,True,False,data\voice\audio\1_20260818_215922\block3_trial099.wav,5321.6,980.0
3,100,yellow,yellow,True,699.4,yellow,True,False,False,data\voice\audio\1_20260818_215922\block3_trial100.wav,4562.5,754.3
4,1,red,yellow,False,94.9,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial001.wav,4190.3,152.6
4,2,green,green,True,619.2,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial002.wav,3548.0,656.3
4,3,blue,yellow,False,757.1,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial003.wav,4636.5,806.2
4,4,green,red,False,707.4,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial004.wav,3472.7,762.5
4,5,blue,blue,True,642.8,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial005.wav,3600.9,695.7
4,6,green,green,True,633.7,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial006.wav,4014.6,684.6
4,7,red,yellow,False,773.3,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial007.wav,3428.3,831.2
4,8,blue,red,False,740.8,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial008.wav,3459.6,792.5
4,9,red,red,True,768.4,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial009.wav,3245.1,827.9
4,10,green,blue,False,785.6,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial010.wav,6058.2,839.0
4,11,yellow,blue,False,726.0,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial011.wav,5210.8,778.0
4,12,red,red,True,722.7,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial012.wav,3777.3,764.8
4,13,blue,red,False,1034.2,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial013.wav,3362.5,1090.8
4,14,green,green,True,693.6,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial014.wav,6755.7,736.0
4,15,red,blue,False,913.5,red,False,True,False,data\voice\audio\1_20260818_215922\block4_trial015.wav,3551.4,968.6
4,16,red,red,True,855.6,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial016.wav,5203.0,913.3
4,17,blue,blue,True,691.2,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial017.wav,3720.7,741.6
4,18,blue,green,False,800.7,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial018.wav,4864.6,833.8
4,19,green,green,True,767.9,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial019.wav,4034.0,817.8
4,20,green,green,True,779.2,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial020.wav,3927.9,836.1
4,21,green,blue,False,842.4,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial021.wav,5084.0,894.1
4,22,red,red,True,719.4,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial022.wav,3287.7,778.6
4,23,red,red,True,597.2,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial023.wav,2464.5,654.6
4,24,yellow,yellow,True,655.4,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial024.wav,3734.0,707.8
4,25,yellow,blue,False,833.1,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial025.wav,4831.7,866.1
4,26,blue,yellow,False,936.7,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial026.wav,3836.3,985.9
4,27,blue,red,False,,,False,True,True,data\voice\audio\1_20260818_215922\block4_trial027.wav,71.1,
4,28,red,green,False,1770.2,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial028.wav,4935.7,1820.9
4,29,red,green,False,744.2,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial029.wav,4791.1,801.1
4,30,yellow,blue,False,810.5,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial030.wav,5657.8,867.5
4,31,green,green,True,1132.1,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial031.wav,4340.5,1185.6
4,32,green,green,True,630.0,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial032.wav,3887.0,681.1
4,33,yellow,red,False,781.6,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial033.wav,3865.6,834.0
4,34,blue,blue,True,811.4,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial034.wav,2805.1,870.6
4,35,green,blue,False,1080.2,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial035.wav,3459.5,1139.6
4,36,blue,yellow,False,948.6,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial036.wav,3864.4,1008.2
4,37,green,green,True,1025.1,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial037.wav,3796.9,1078.1
4,38,red,yellow,False,886.6,,False,True,False,data\voice\audio\1_20260818_215922\block4_trial038.wav,4203.1,945.9
4,39,red,yellow,False,875.9,red,False,True,False,data\voice\audio\1_20260818_215922\block4_trial039.wav,4886.5,925.2
4,40,yellow,blue,False,820.8,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial040.wav,3523.9,872.7
4,41,green,green,True,648.5,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial041.wav,2898.0,706.1
4,42,yellow,yellow,True,759.2,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial042.wav,3996.5,808.6
4,43,green,green,True,808.3,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial043.wav,4218.6,860.1
4,44,red,red,True,649.4,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial044.wav,4193.5,699.1
4,45,red,red,True,562.1,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial045.wav,4402.9,611.3
4,46,green,yellow,False,743.7,green,False,False,False,data\voice\audio\1_20260818_215922\block4_trial046.wav,4154.6,794.8
4,47,yellow,red,False,-56.6,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial047.wav,5597.2,0.0
4,48,red,yellow,False,1082.7,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial048.wav,5115.1,1137.9
4,49,green,green,True,791.0,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial049.wav,5454.6,836.9
4,50,red,red,True,596.4,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial050.wav,4747.1,655.1
4,51,red,green,False,728.7,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial051.wav,5242.1,779.9
4,52,blue,blue,True,657.8,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial052.wav,4473.5,711.1
4,53,green,red,False,766.0,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial053.wav,3875.9,819.8
4,54,yellow,yellow,True,719.9,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial054.wav,2574.3,778.9
4,55,yellow,yellow,True,532.2,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial055.wav,3335.5,592.0
4,56,green,blue,False,825.8,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial056.wav,5005.3,883.8
4,57,blue,blue,True,640.1,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial057.wav,4283.5,699.4
4,58,red,yellow,False,751.8,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial058.wav,4457.4,808.9
4,59,yellow,yellow,True,661.0,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial059.wav,4799.5,706.7
4,60,red,red,True,624.9,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial060.wav,2430.5,654.3
4,61,blue,blue,True,675.7,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial061.wav,4658.8,730.9
4,62,yellow,yellow,True,604.5,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial062.wav,3206.3,654.4
4,63,green,green,True,880.1,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial063.wav,3185.4,939.1
4,64,red,red,True,675.2,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial064.wav,4496.5,734.1
4,65,yellow,blue,False,840.9,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial065.wav,4915.0,873.7
4,66,green,blue,False,1075.3,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial066.wav,4624.0,1134.4
4,67,red,green,False,996.6,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial067.wav,5241.8,1053.2
4,68,blue,blue,True,919.2,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial068.wav,4666.8,969.1
4,69,green,red,False,763.3,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial069.wav,4718.2,814.5
4,70,red,blue,False,848.6,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial070.wav,3993.7,904.8
4,71,red,red,True,723.0,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial071.wav,3832.6,774.7
4,72,yellow,red,False,820.5,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial072.wav,3859.1,879.8
4,73,green,green,True,688.0,green,True,False,False,data\voice\audio\1_20260818_215922\block4_trial073.wav,4486.6,718.0
4,74,yellow,yellow,True,760.6,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial074.wav,4028.4,816.5
4,75,blue,blue,True,673.6,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial075.wav,4633.9,695.8
4,76,yellow,green,False,1199.9,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial076.wav,4712.2,1259.8
4,77,red,yellow,False,816.3,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial077.wav,4897.3,871.7
4,78,red,yellow,False,751.8,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial078.wav,5161.7,804.8
4,79,blue,yellow,False,848.7,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial079.wav,4170.3,907.6
4,80,green,red,False,796.2,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial080.wav,2406.7,850.1
4,81,green,green,True,732.1,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial081.wav,5124.4,785.7
4,82,green,blue,False,869.5,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial082.wav,3590.8,927.9
4,83,blue,red,False,880.1,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial083.wav,3729.8,919.5
4,84,blue,green,False,776.4,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial084.wav,5181.5,822.6
4,85,yellow,yellow,True,668.5,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial085.wav,3242.1,724.0
4,86,green,green,True,879.3,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial086.wav,5180.0,918.7
4,87,blue,blue,True,738.6,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial087.wav,3905.5,795.5
4,88,red,red,True,580.7,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial088.wav,3590.2,623.4
4,89,green,yellow,False,811.1,yellow,True,True,False,data\voice\audio\1_20260818_215922\block4_trial089.wav,3677.4,864.5
4,90,yellow,blue,False,832.9,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial090.wav,3851.3,884.9
4,91,yellow,yellow,True,733.2,yellow,True,False,False,data\voice\audio\1_20260818_215922\block4_trial091.wav,4407.9,786.9
4,92,green,blue,False,963.2,blue,True,True,False,data\voice\audio\1_20260818_215922\block4_trial092.wav,4277.2,1020.4
4,93,red,red,True,1548.7,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial093.wav,4214.6,1600.7
4,94,blue,green,False,875.6,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial094.wav,6719.3,925.5
4,95,blue,blue,True,704.7,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial095.wav,4770.1,741.2
4,96,red,green,False,817.8,green,True,True,False,data\voice\audio\1_20260818_215922\block4_trial096.wav,5177.3,877.7
4,97,red,red,True,729.8,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial097.wav,4198.1,785.2
4,98,red,red,True,653.8,red,True,False,False,data\voice\audio\1_20260818_215922\block4_trial098.wav,3153.6,704.8
4,99,blue,blue,True,742.6,blue,True,False,False,data\voice\audio\1_20260818_215922\block4_trial099.wav,3461.9,800.5
4,100,blue,red,False,741.1,red,True,True,False,data\voice\audio\1_20260818_215922\block4_trial100.wav,2848.5,793.2
