pid block taskType trialNum soa stim resp correct
51 1 Integ 1 6 16 16 True
51 1 Integ 2 6 8 8 True
51 1 Integ 3 7 13 22 False
51 1 Integ 4 6 16 18 False
51 1 Integ 5 5 8 8 True
51 1 Integ 6 5 6 6 True
51 1 Integ 7 6 11 23 False
51 1 Integ 8 5 13 13 True
51 1 Integ 9 5 17 17 True
51 1 Integ 10 6 12 12 True
51 1 Integ 11 6 13 6 False
51 1 Integ 12 5 6 6 True
51 1 Integ 13 5 18 18 True
51 1 Integ 14 6 16 16 True
51 1 Integ 15 6 7 12 False
51 1 Integ 16 5 17 17 True
51 1 Integ 17 5 7 7 True
51 1 Integ 18 6 17 17 True
51 1 Integ 19 6 13 13 True
51 1 Integ 20 7 18 13 False
51 1 Integ 21 6 13 13 True
51 1 Integ 22 6 17 17 True
51 1 Integ 23 7 6 6 True
51 1 Integ 24 7 16 16 True
51 1 Integ 25 8 17 17 True
51 1 Integ 26 8 11 11 True
51 1 Integ 27 9 6 6 True
51 1 Integ 28 9 17 17 True
51 1 Integ 29 10 12 7 False
51 1 Integ 30 9 17 17 True
51 1 Integ 31 9 7 7 True
51 1 Integ 32 10 7 7 True
51 1 Integ 33 10 17 17 True
51 1 Integ 34 11 6 14 False
51 1 Integ 35 10 11 11 True
51 1 Integ 36 10 6 6 True
51 1 Integ 37 11 7 7 True
51 1 Integ 38 11 8 17 False
51 1 Integ 39 10 18 13 False
51 1 Integ 40 9 16 16 True
51 1 Integ 41 9 18 6 False
51 1 Integ 42 8 17 17 True
51 1 Integ 43 8 8 8 True
51 1 Integ 44 9 6 16 False
51 1 Integ 45 8 6 6 True
51 1 Integ 46 8 18 -1 False
51 1 Integ 47 7 11 18 False
51 1 Integ 48 6 7 7 True
51 1 Integ 49 6 8 6 False
51 1 Integ 50 5 12 12 True
51 2 Simult 1 6 0 0 True
51 2 Simult 2 6 0 0 True
51 2 Simult 3 5 1 1 True
51 2 Simult 4 5 1 1 True
51 2 Simult 5 4 0 0 True
51 2 Simult 6 4 1 1 True
51 2 Simult 7 3 0 1 False
51 2 Simult 8 4 1 1 True
51 2 Simult 9 4 1 1 True
51 2 Simult 10 3 0 0 True
51 2 Simult 11 3 0 0 True
51 2 Simult 12 2 1 1 True
51 2 Simult 13 2 1 1 True
51 2 Simult 14 1 0 1 False
51 2 Simult 15 2 0 0 True
51 2 Simult 16 2 0 1 False
51 2 Simult 17 3 0 0 True
51 2 Simult 18 3 0 1 False
51 2 Simult 19 4 1 1 True
51 2 Simult 20 4 0 0 True
51 2 Simult 21 3 1 0 False
51 2 Simult 22 4 0 0 True
51 2 Simult 23 4 0 0 True
51 2 Simult 24 3 1 1 True
51 2 Simult 25 3 1 1 True
51 2 Simult 26 2 1 1 True
51 2 Simult 27 2 1 0 False
51 2 Simult 28 3 1 1 True
51 2 Simult 29 3 0 0 True
51 2 Simult 30 2 1 0 False
51 2 Simult 31 3 1 1 True
51 2 Simult 32 3 0 0 True
51 2 Simult 33 2 0 1 False
51 2 Simult 34 3 0 0 True
51 2 Simult 35 3 1 1 True
51 2 Simult 36 2 1 1 True
51 2 Simult 37 2 0 0 True
51 2 Simult 38 1 1 0 False
51 2 Simult 39 2 0 1 False
51 2 Simult 40 3 1 0 False
51 2 Simult 41 4 0 0 True
51 2 Simult 42 4 0 0 True
51 2 Simult 43 3 1 1 True
51 2 Simult 44 3 0 0 True
51 2 Simult 45 2 0 0 True
51 2 Simult 46 2 1 0 False
51 2 Simult 47 3 1 1 True
51 2 Simult 48 3 0 0 True
51 2 Simult 49 2 1 0 False
51 2 Simult 50 3 1 1 True
51 3 Integ 1 6 6 13 False
51 3 Integ 2 5 7 6 False
51 3 Integ 3 4 8 8 True
51 3 Integ 4 4 13 13 True
51 3 Integ 5 5 18 18 True
51 3 Integ 6 5 17 17 True
51 3 Integ 7 6 11 11 True
51 3 Integ 8 6 7 7 True
51 3 Integ 9 7 17 7 False
51 3 Integ 10 6 17 12 False
51 3 Integ 11 5 16 16 True
51 3 Integ 12 5 12 12 True
51 3 Integ 13 6 12 12 True
51 3 Integ 14 6 8 8 True
51 3 Integ 15 7 18 18 True
51 3 Integ 16 7 11 11 True
51 3 Integ 17 8 12 12 True
51 3 Integ 18 8 8 13 False
51 3 Integ 19 7 13 13 True
51 3 Integ 20 7 8 11 False
51 3 Integ 21 6 16 7 False
51 3 Integ 22 5 12 12 True
51 3 Integ 23 5 12 12 True
51 3 Integ 24 6 8 8 True
51 3 Integ 25 6 7 6 False
51 3 Integ 26 5 18 18 True
51 3 Integ 27 5 13 13 True
51 3 Integ 28 6 7 11 False
51 3 Integ 29 5 7 7 True
51 3 Integ 30 5 11 11 True
51 3 Integ 31 6 18 18 True
51 3 Integ 32 6 12 12 True
51 3 Integ 33 7 16 17 False
