pid block taskType trialNum soa stim resp correct
53 1 Integ 1 6 6 -1 False
53 1 Integ 2 5 7 7 True
53 1 Integ 3 5 8 8 True
53 1 Integ 4 6 11 11 True
53 1 Integ 5 6 13 13 True
53 1 Integ 6 7 6 6 True
53 1 Integ 7 7 8 8 True
53 1 Integ 8 8 17 6 False
53 1 Integ 9 7 11 8 False
53 1 Integ 10 6 18 8 False
53 1 Integ 11 5 13 16 False
53 1 Integ 12 4 11 18 False
53 1 Integ 13 3 6 6 True
53 1 Integ 14 3 12 12 True
53 1 Integ 15 4 8 -1 False
53 1 Integ 16 3 18 18 True
53 1 Integ 17 3 7 7 True
53 1 Integ 18 4 18 8 False
53 1 Integ 19 3 12 12 True
53 1 Integ 20 3 7 7 True
53 1 Integ 21 4 8 8 True
53 1 Integ 22 4 6 6 True
53 1 Integ 23 5 18 18 True
53 1 Integ 24 5 17 11 False
53 1 Integ 25 4 13 16 False
53 1 Integ 26 3 16 16 True
53 1 Integ 27 3 7 7 True
53 1 Integ 28 4 12 12 True
53 1 Integ 29 4 6 6 True
53 1 Integ 30 5 16 16 True
53 1 Integ 31 5 13 16 False
53 1 Integ 32 4 8 18 False
53 1 Integ 33 3 17 17 True
53 1 Integ 34 3 6 6 True
53 1 Integ 35 4 7 7 True
53 1 Integ 36 4 16 16 True
53 1 Integ 37 5 11 11 True
53 1 Integ 38 5 16 16 True
53 1 Integ 39 6 11 11 True
53 1 Integ 40 6 8 8 True
53 1 Integ 41 7 8 8 True
53 1 Integ 42 7 12 12 True
53 1 Integ 43 8 18 17 False
53 1 Integ 44 7 8 8 True
53 1 Integ 45 7 6 11 False
53 1 Integ 46 6 6 6 True
53 1 Integ 47 6 11 11 True
53 1 Integ 48 7 8 8 True
53 1 Integ 49 7 7 -1 False
53 1 Integ 50 6 7 7 True
53 2 Simult 1 6 0 1 False
53 2 Simult 2 7 1 0 False
53 2 Simult 3 8 0 0 True
53 2 Simult 4 8 0 1 False
53 2 Simult 5 9 0 1 False
53 2 Simult 6 10 0 1 False
53 2 Simult 7 11 1 1 True
53 2 Simult 8 11 1 1 True
53 2 Simult 9 10 1 1 True
53 2 Simult 10 10 1 1 True
53 2 Simult 11 9 0 -1 False
53 2 Simult 12 10 1 1 True
53 2 Simult 13 10 0 0 True
53 2 Simult 14 9 1 1 True
53 2 Simult 15 9 1 1 True
53 2 Simult 16 8 1 1 True
53 2 Simult 17 8 0 1 False
53 2 Simult 18 9 0 0 True
53 2 Simult 19 9 0 1 False
53 2 Simult 20 10 1 1 True
53 2 Simult 21 10 0 1 False
53 2 Simult 22 11 1 1 True
53 2 Simult 23 11 1 1 True
53 2 Simult 24 10 1 1 True
53 2 Simult 25 10 1 1 True
53 2 Simult 26 9 0 0 True
53 2 Simult 27 9 0 0 True
53 2 Simult 28 8 1 1 True
53 2 Simult 29 8 1 1 True
53 2 Simult 30 7 1 1 True
53 2 Simult 31 7 1 1 True
53 2 Simult 32 6 1 1 True
53 2 Simult 33 6 0 1 False
53 2 Simult 34 7 0 1 False
53 2 Simult 35 8 0 0 True
53 2 Simult 36 8 0 0 True
53 2 Simult 37 7 1 1 True
53 2 Simult 38 7 0 0 True
53 2 Simult 39 6 0 1 False
53 2 Simult 40 7 0 0 True
53 2 Simult 41 7 1 1 True
53 2 Simult 42 6 1 0 False
53 2 Simult 43 7 0 1 False
53 2 Simult 44 8 1 1 True
53 2 Simult 45 8 1 1 True
53 2 Simult 46 7 0 0 True
53 2 Simult 47 7 1 1 True
53 2 Simult 48 6 1 1 True
53 2 Simult 49 6 0 0 True
53 2 Simult 50 5 1 0 False
53 3 Integ 1 6 18 11 False
53 3 Integ 2 5 7 7 True
53 3 Integ 3 5 18 18 True
53 3 Integ 4 6 18 8 False
53 3 Integ 5 5 12 12 True
53 3 Integ 6 5 11 11 True
53 3 Integ 7 6 8 8 True
53 3 Integ 8 6 13 17 False
53 3 Integ 9 5 18 16 False
53 3 Integ 10 4 11 11 True
53 3 Integ 11 4 17 17 True
53 3 Integ 12 5 11 -1 False
53 3 Integ 13 4 12 12 True
53 3 Integ 14 4 16 16 True
53 3 Integ 15 5 17 17 True
53 3 Integ 16 5 16 16 True
53 3 Integ 17 6 17 17 True
53 3 Integ 18 6 8 8 True
53 3 Integ 19 7 16 16 True
53 3 Integ 20 7 6 6 True
53 3 Integ 21 8 8 16 False
53 3 Integ 22 7 16 16 True
53 3 Integ 23 7 7 7 True
53 3 Integ 24 8 13 16 False
53 3 Integ 25 7 17 7 False
53 3 Integ 26 6 16 16 True
53 3 Integ 27 6 18 -1 False
53 3 Integ 28 5 13 13 True
53 3 Integ 29 5 13 13 True
53 3 Integ 30 6 18 18 True
53 3 Integ 31 6 8 -1 False
53 3 Integ 32 5 16 16 True
53 3 Integ 33 5 17 17 True
53 3 Integ 34 6 6 6 True
53 3 Integ 35 6 8 8 True
53 3 Integ 36 7 8 8 True
53 3 Integ 37 7 12 12 True
53 3 Integ 38 8 7 7 True
53 3 Integ 39 8 17 17 True
53 3 Integ 40 9 16 16 True
53 3 Integ 41 9 6 6 True
53 3 Integ 42 10 11 7 False
53 3 Integ 43 9 17 16 False
53 3 Integ 44 8 13 6 False
53 3 Integ 45 7 17 7 False
53 3 Integ 46 6 12 12 True
53 3 Integ 47 6 7 7 True
53 3 Integ 48 7 18 7 False
53 3 Integ 49 6 16 16 True
53 3 Integ 50 6 16 8 False
53 4 Simult 1 6 1 1 True
53 4 Simult 2 6 0 0 True
53 4 Simult 3 5 1 1 True
53 4 Simult 4 5 1 1 True
53 4 Simult 5 4 0 0 True
53 4 Simult 6 4 1 0 False
53 4 Simult 7 5 1 1 True
53 4 Simult 8 5 0 1 False
53 4 Simult 9 6 1 1 True
53 4 Simult 10 6 0 0 True
53 4 Simult 11 5 1 0 False
53 4 Simult 12 6 0 1 False
53 4 Simult 13 7 1 1 True
53 4 Simult 14 7 0 0 True
53 4 Simult 15 6 0 0 True
53 4 Simult 16 6 1 1 True
53 4 Simult 17 5 0 -1 False
53 4 Simult 18 6 1 1 True
53 4 Simult 19 6 1 0 False
53 4 Simult 20 7 0 0 True
53 4 Simult 21 7 1 1 True
