pid block taskType trialNum soa stim resp correct
41 1 Integ 1 6 18 13 False
41 1 Integ 2 5 18 18 True
41 1 Integ 3 5 13 18 False
41 1 Integ 4 4 13 18 False
41 1 Integ 5 3 7 7 True
41 1 Integ 6 3 13 13 True
41 1 Integ 7 4 18 17 False
41 1 Integ 8 3 8 8 True
41 1 Integ 9 3 12 16 False
41 1 Integ 10 2 8 13 False
41 1 Integ 11 1 18 18 True
41 1 Integ 12 1 17 16 False
41 1 Integ 13 1 6 19 False
41 1 Integ 14 1 8 7 False
41 1 Integ 15 1 12 12 True
41 1 Integ 16 1 8 8 True
41 1 Integ 17 2 11 11 True
41 1 Integ 18 2 13 13 True
41 1 Integ 19 3 6 6 True
41 1 Integ 20 3 17 17 True
41 1 Integ 21 4 12 12 True
41 1 Integ 22 4 7 7 True
41 1 Integ 23 5 12 11 False
41 1 Integ 24 4 7 6 False
41 1 Integ 25 3 8 18 False
41 1 Integ 26 2 7 8 False
41 1 Integ 27 1 17 17 True
41 1 Integ 28 1 13 13 True
41 1 Integ 29 2 16 13 False
41 1 Integ 30 1 13 13 True
41 1 Integ 31 1 8 8 True
41 1 Integ 32 2 11 11 True
41 1 Integ 33 2 13 13 True
41 1 Integ 34 3 16 18 False
41 1 Integ 35 2 13 12 False
41 1 Integ 36 1 12 12 True
41 1 Integ 37 1 18 18 True
41 1 Integ 38 2 6 6 True
41 1 Integ 39 2 6 6 True
41 1 Integ 40 3 13 13 True
41 1 Integ 41 3 6 18 False
41 1 Integ 42 2 13 18 False
41 1 Integ 43 1 11 11 True
41 1 Integ 44 1 16 16 True
41 1 Integ 45 2 18 18 True
41 1 Integ 46 2 6 6 True
41 1 Integ 47 3 12 18 False
41 1 Integ 48 2 13 13 True
41 1 Integ 49 2 13 13 True
41 1 Integ 50 3 12 13 False
41 2 Simult 1 6 1 0 False
41 2 Simult 2 7 1 0 False
41 2 Simult 3 8 1 -1 False
41 2 Simult 4 9 0 1 False
41 2 Simult 5 10 1 0 False
41 2 Simult 6 11 0 1 False
41 2 Simult 7 12 0 1 False
41 2 Simult 8 13 1 0 False
41 2 Simult 9 14 1 0 False
41 2 Simult 10 15 0 1 False
41 2 Simult 11 16 0 1 False
41 2 Simult 12 17 1 0 False
41 2 Simult 13 18 1 0 False
41 2 Simult 14 19 0 1 False
41 2 Simult 15 20 1 0 False
41 2 Simult 16 21 1 -1 False
41 2 Simult 17 22 0 1 False
41 2 Simult 18 23 0 1 False
41 2 Simult 19 24 0 1 False
41 2 Simult 20 25 1 0 False
41 2 Simult 21 26 1 0 False
41 2 Simult 22 27 1 0 False
41 2 Simult 23 28 0 1 False
41 2 Simult 24 29 1 0 False
41 2 Simult 25 30 1 0 False
41 2 Simult 26 31 1 0 False
41 2 Simult 27 32 0 1 False
41 2 Simult 28 33 0 1 False
41 2 Simult 29 34 0 1 False
41 2 Simult 30 35 1 1 True
