pid block taskType trialNum soa stim resp correct
45 1 Integ 1 6 6 7 False
45 1 Integ 2 5 8 6 False
45 1 Integ 3 4 18 12 False
45 1 Integ 4 3 13 13 True
45 1 Integ 5 3 16 16 True
45 1 Integ 6 4 7 7 True
45 1 Integ 7 4 18 18 True
45 1 Integ 8 5 16 7 False
45 1 Integ 9 4 17 17 True
45 1 Integ 10 4 11 11 True
45 1 Integ 11 5 12 12 True
45 1 Integ 12 5 13 11 False
45 1 Integ 13 4 16 16 True
45 1 Integ 14 4 12 12 True
45 1 Integ 15 5 18 7 False
45 1 Integ 16 4 13 13 True
45 1 Integ 17 4 6 12 False
45 1 Integ 18 3 12 12 True
45 1 Integ 19 3 8 8 True
45 1 Integ 20 4 7 7 True
45 1 Integ 21 4 11 11 True
45 1 Integ 22 5 17 17 True
45 1 Integ 23 5 6 6 True
45 1 Integ 24 6 12 11 False
45 1 Integ 25 5 11 11 True
45 1 Integ 26 5 16 11 False
45 1 Integ 27 4 18 18 True
45 1 Integ 28 4 8 12 False
45 1 Integ 29 3 6 -1 False
45 1 Integ 30 2 11 -1 False
45 1 Integ 31 1 13 13 True
45 1 Integ 32 1 7 7 True
45 1 Integ 33 2 7 7 True
45 1 Integ 34 2 12 12 True
45 1 Integ 35 3 12 12 True
45 1 Integ 36 3 12 12 True
45 1 Integ 37 4 7 7 True
45 1 Integ 38 4 6 6 True
45 1 Integ 39 5 16 16 True
45 1 Integ 40 5 12 12 True
45 1 Integ 41 6 12 12 True
45 1 Integ 42 6 18 12 False
45 1 Integ 43 5 6 6 True
45 1 Integ 44 5 6 12 False
45 1 Integ 45 4 11 12 False
45 1 Integ 46 3 11 11 True
45 1 Integ 47 3 16 16 True
45 1 Integ 48 4 16 12 False
45 1 Integ 49 3 11 11 True
45 1 Integ 50 3 13 13 True
45 2 Simult 1 6 0 1 False
45 2 Simult 2 7 0 0 True
45 2 Simult 3 7 1 1 True
45 2 Simult 4 6 0 0 True
45 2 Simult 5 6 1 1 True
45 2 Simult 6 5 1 1 True
45 2 Simult 7 5 1 1 True
45 2 Simult 8 4 1 1 True
45 2 Simult 9 4 0 1 False
45 2 Simult 10 5 1 1 True
45 2 Simult 11 5 1 1 True
45 2 Simult 12 4 0 1 False
45 2 Simult 13 5 0 0 True
45 2 Simult 14 5 0 0 True
45 2 Simult 15 4 0 1 False
45 2 Simult 16 5 0 1 False
45 2 Simult 17 6 1 0 False
45 2 Simult 18 7 1 1 True
45 2 Simult 19 7 1 1 True
45 2 Simult 20 6 1 1 True
45 2 Simult 21 6 0 0 True
45 2 Simult 22 5 0 0 True
45 2 Simult 23 5 1 1 True
45 2 Simult 24 4 0 1 False
45 2 Simult 25 5 1 1 True
45 2 Simult 26 5 0 0 True
45 2 Simult 27 4 1 1 True
45 2 Simult 28 4 1 1 True
45 2 Simult 29 3 1 1 True
45 2 Simult 30 3 0 1 False
45 2 Simult 31 4 0 1 False
45 2 Simult 32 5 1 1 True
45 2 Simult 33 5 0 1 False
45 2 Simult 34 6 1 1 True
45 2 Simult 35 6 0 0 True
45 2 Simult 36 5 0 0 True
45 2 Simult 37 5 0 0 True
45 2 Simult 38 4 1 1 True
45 2 Simult 39 4 0 1 False
45 2 Simult 40 5 0 1 False
45 2 Simult 41 6 0 0 True
45 2 Simult 42 6 1 1 True
45 2 Simult 43 5 0 0 True
45 2 Simult 44 5 1 0 False
45 2 Simult 45 6 0 0 True
45 2 Simult 46 6 0 0 True
45 2 Simult 47 5 1 1 True
45 2 Simult 48 5 1 1 True
45 2 Simult 49 4 0 0 True
45 2 Simult 50 4 1 1 True
45 3 Integ 1 6 12 12 True
45 3 Integ 2 6 11 13 False
45 3 Integ 3 5 18 7 False
45 3 Integ 4 4 13 13 True
45 3 Integ 5 4 18 12 False
45 3 Integ 6 3 17 17 True
