pid block taskType trialNum soa stim resp correct
73 1 Integ 1 6 8 8 True
73 1 Integ 2 6 7 11 False
73 1 Integ 3 5 12 12 True
73 1 Integ 4 5 13 6 False
73 1 Integ 5 4 13 8 False
73 1 Integ 6 3 18 18 True
73 1 Integ 7 3 13 13 True
73 1 Integ 8 4 8 16 False
73 1 Integ 9 3 16 16 True
73 1 Integ 10 3 18 16 False
73 1 Integ 11 2 17 17 True
73 1 Integ 12 2 6 18 False
73 1 Integ 13 1 11 11 True
73 1 Integ 14 1 6 6 True
73 1 Integ 15 2 11 11 True
73 1 Integ 16 2 17 17 True
73 1 Integ 17 3 6 6 True
73 1 Integ 18 3 7 16 False
73 1 Integ 19 2 17 17 True
73 1 Integ 20 2 7 16 False
73 1 Integ 21 1 18 18 True
73 1 Integ 22 1 11 11 True
73 1 Integ 23 2 7 7 True
73 1 Integ 24 2 13 13 True
73 1 Integ 25 3 16 16 True
73 1 Integ 26 3 16 17 False
73 1 Integ 27 2 8 16 False
73 1 Integ 28 1 13 13 True
73 1 Integ 29 1 17 17 True
73 1 Integ 30 2 17 17 True
73 1 Integ 31 2 17 8 False
73 1 Integ 32 1 13 13 True
73 1 Integ 33 1 12 12 True
73 1 Integ 34 2 16 16 True
73 1 Integ 35 2 7 7 True
73 1 Integ 36 3 6 13 False
73 1 Integ 37 2 17 17 True
73 1 Integ 38 2 13 13 True
73 1 Integ 39 3 8 8 True
73 1 Integ 40 3 8 8 True
73 1 Integ 41 4 12 16 False
73 1 Integ 42 3 17 18 False
73 1 Integ 43 2 11 16 False
73 1 Integ 44 1 13 13 True
73 1 Integ 45 1 12 12 True
73 1 Integ 46 2 17 17 True
73 1 Integ 47 2 11 11 True
73 1 Integ 48 3 18 18 True
73 1 Integ 49 3 11 11 True
73 1 Integ 50 4 8 11 False
73 2 Simult 1 6 0 1 False
73 2 Simult 2 7 1 1 True
73 2 Simult 3 7 1 1 True
73 2 Simult 4 6 1 1 True
73 2 Simult 5 6 1 1 True
73 2 Simult 6 5 0 0 True
73 2 Simult 7 5 1 1 True
73 2 Simult 8 4 0 0 True
73 2 Simult 9 4 0 0 True
73 2 Simult 10 3 0 1 False
73 2 Simult 11 4 1 1 True
73 2 Simult 12 4 0 0 True
73 2 Simult 13 3 1 0 False
73 2 Simult 14 4 1 1 True
73 2 Simult 15 4 0 0 True
73 2 Simult 16 3 1 1 True
73 2 Simult 17 3 1 1 True
73 2 Simult 18 2 0 0 True
73 2 Simult 19 2 1 1 True
73 2 Simult 20 1 0 1 False
73 2 Simult 21 2 1 1 True
73 2 Simult 22 2 1 1 True
73 2 Simult 23 1 1 1 True
73 2 Simult 24 1 0 0 True
73 2 Simult 25 1 1 0 False
73 2 Simult 26 2 1 0 False
73 2 Simult 27 3 0 1 False
73 2 Simult 28 4 0 1 False
73 2 Simult 29 5 0 1 False
73 2 Simult 30 6 1 1 True
73 2 Simult 31 6 0 1 False
73 2 Simult 32 7 0 1 False
73 2 Simult 33 8 0 1 False
73 2 Simult 34 9 1 1 True
73 2 Simult 35 9 1 1 True
73 2 Simult 36 8 1 1 True
73 2 Simult 37 8 0 1 False
73 2 Simult 38 9 1 1 True
73 2 Simult 39 9 0 0 True
73 2 Simult 40 8 0 0 True
73 2 Simult 41 8 0 0 True
73 2 Simult 42 7 1 1 True
73 2 Simult 43 7 0 0 True
73 2 Simult 44 6 0 0 True
73 2 Simult 45 6 0 0 True
73 2 Simult 46 5 0 1 False
73 2 Simult 47 6 0 1 False
73 2 Simult 48 7 1 1 True
73 2 Simult 49 7 0 0 True
73 2 Simult 50 6 0 0 True
73 3 Integ 1 6 17 18 False
73 3 Integ 2 5 18 18 True
73 3 Integ 3 5 12 12 True
73 3 Integ 4 6 16 17 False
73 3 Integ 5 5 16 16 True
73 3 Integ 6 5 16 16 True
73 3 Integ 7 6 17 16 False
73 3 Integ 8 5 16 16 True
73 3 Integ 9 5 7 17 False
73 3 Integ 10 4 7 16 False
73 3 Integ 11 3 12 12 True
73 3 Integ 12 3 12 12 True
73 3 Integ 13 4 17 17 True
73 3 Integ 14 4 13 13 True
73 3 Integ 15 5 6 13 False
73 3 Integ 16 4 12 -1 False
73 3 Integ 17 3 8 -1 False
73 3 Integ 18 2 11 12 False
73 3 Integ 19 1 11 11 True
73 3 Integ 20 1 8 8 True
73 3 Integ 21 2 7 7 True
73 3 Integ 22 2 13 13 True
73 3 Integ 23 3 7 7 True
73 3 Integ 24 3 17 17 True
73 3 Integ 25 4 12 12 True
73 3 Integ 26 4 11 11 True
73 3 Integ 27 5 13 18 False
73 3 Integ 28 4 6 18 False
73 3 Integ 29 3 17 17 True
73 3 Integ 30 3 16 16 True
73 3 Integ 31 4 12 12 True
73 3 Integ 32 4 8 8 True
73 3 Integ 33 5 17 16 False
73 3 Integ 34 4 13 17 False
73 3 Integ 35 3 8 8 True
73 3 Integ 36 3 16 16 True
73 3 Integ 37 4 6 13 False
73 3 Integ 38 3 13 13 True
73 3 Integ 39 3 11 11 True
73 3 Integ 40 4 12 12 True
73 3 Integ 41 4 13 13 True
73 3 Integ 42 5 13 13 True
73 3 Integ 43 5 12 12 True
73 3 Integ 44 6 18 12 False
73 3 Integ 45 5 8 8 True
73 3 Integ 46 5 18 17 False
73 3 Integ 47 4 17 17 True
73 3 Integ 48 4 11 11 True
73 3 Integ 49 5 7 12 False
73 3 Integ 50 4 11 11 True
73 4 Simult 1 6 0 1 False
73 4 Simult 2 7 1 1 True
73 4 Simult 3 7 0 0 True
73 4 Simult 4 6 1 0 False
73 4 Simult 5 7 0 1 False
73 4 Simult 6 8 1 1 True
73 4 Simult 7 8 1 1 True
73 4 Simult 8 7 0 1 False
73 4 Simult 9 8 0 1 False
73 4 Simult 10 9 0 0 True
73 4 Simult 11 9 1 0 False
