block_type,set_index,set_size,trial_in_set,stim_green,stim_yellow,rt_display,recall_value
practice,1,2,1,7,7,8.278132400009781,7
practice,1,2,2,9,8,6.122435900004348,9
practice,2,2,1,7,9,4.637566799996421,7
practice,2,2,2,9,6,6.7017556999926455,9
practice,3,2,1,7,7,3.4800716000027023,7
practice,3,2,2,9,5,3.234946900018258,9
cspan_main,4,3,1,6,9,3.498816800012719,6
cspan_main,4,3,2,9,8,3.8806692000071052,9
cspan_main,4,3,3,5,7,3.2517217000131495,5
cspan_main,5,3,1,8,8,1.9256337999831885,8
cspan_main,5,3,2,8,9,3.029721700004302,8
cspan_main,5,3,3,7,7,2.3116235000197776,7
cspan_main,6,3,1,6,5,2.4377660999889486,6
cspan_main,6,3,2,6,7,2.573383200011449,6
cspan_main,6,3,3,9,9,3.244503900001291,8
cspan_main,7,4,1,8,9,4.149987599987071,8
cspan_main,7,4,2,5,5,2.4557490999868605,8
cspan_main,7,4,3,5,8,3.113301600009436,5
cspan_main,7,4,4,7,7,5.9793109000020195,7
cspan_main,8,4,1,5,6,3.168426099990029,5
cspan_main,8,4,2,6,8,3.0847928000148386,6
cspan_main,8,4,3,9,9,4.810412999999244,9
cspan_main,8,4,4,6,8,2.532502199988812,6
cspan_main,9,4,1,9,9,3.2386595999996644,9
cspan_main,9,4,2,8,7,2.1988737999927253,8
cspan_main,9,4,3,9,5,2.846984700008761,9
cspan_main,9,4,4,5,9,2.2093167999992147,5
cspan_main,10,5,1,5,9,3.4530201999878045,5
cspan_main,10,5,2,5,7,2.8016772999835666,5
cspan_main,10,5,3,8,7,2.6572260000102688,8
cspan_main,10,5,4,6,8,2.576057900005253,6
cspan_main,10,5,5,8,5,3.5634268000139855,8
cspan_main,11,5,1,7,7,2.5350181000248995,7
cspan_main,11,5,2,8,8,2.852488300006371,8
cspan_main,11,5,3,9,7,9.48207860000548,9
cspan_main,11,5,4,5,9,2.065412100026151,5
cspan_main,11,5,5,7,7,3.6882480999920517,7
cspan_main,12,5,1,9,8,5.092360400012694,9
cspan_main,12,5,2,7,8,3.9767950999957975,7
cspan_main,12,5,3,6,5,3.2058334999892395,6
cspan_main,12,5,4,5,9,3.077760699990904,5
cspan_main,12,5,5,5,9,3.801487399992766,5
cspan_main,13,6,1,8,5,4.3261890999856405,8
cspan_main,13,6,2,8,6,2.261101599986432,8
cspan_main,13,6,3,9,8,4.082684900000459,9
cspan_main,13,6,4,8,8,10.458072199980961,8
cspan_main,13,6,5,9,5,4.623462299990933,7
cspan_main,13,6,6,7,6,5.2858381000114605,5
cspan_main,14,6,1,8,6,6.413370800000848,8
cspan_main,14,6,2,7,6,3.6930794000218157,7
cspan_main,14,6,3,7,6,5.705867699987721,7
cspan_main,14,6,4,7,7,3.8875566000060644,7
cspan_main,14,6,5,5,6,3.5795329999818932,5
cspan_main,14,6,6,5,6,10.260488700005226,5
cspan_main,15,6,1,6,8,2.3973181000037584,6
cspan_main,15,6,2,9,8,3.7398891000193544,9
cspan_main,15,6,3,9,9,7.4385881999915,9
cspan_main,15,6,4,8,7,3.2430147000122815,8
cspan_main,15,6,5,6,9,3.0864248999860138,7
cspan_main,15,6,6,9,7,4.351340599998366,9
cspan_main,16,7,1,6,9,1.804019100003643,6
cspan_main,16,7,2,7,9,3.910674699989613,7
cspan_main,16,7,3,8,9,3.709570100007113,8
cspan_main,16,7,4,9,6,6.750806500000181,9
cspan_main,16,7,5,7,6,4.264882300019963,7
cspan_main,16,7,6,6,6,7.628945400007069,6
cspan_main,16,7,7,7,6,8.25755329997628,7
cspan_main,17,7,1,6,6,1.643424599984428,6
cspan_main,17,7,2,5,9,2.263408900005743,8
cspan_main,17,7,3,8,7,15.901589799992507,8
cspan_main,17,7,4,8,8,9.499852999986615,6
cspan_main,17,7,5,6,5,4.829913499997929,5
cspan_main,17,7,6,5,5,3.064761899993755,8
cspan_main,17,7,7,5,8,3.648815199994715,8
cspan_main,18,7,1,5,7,3.2986233000119682,5
cspan_main,18,7,2,7,5,3.8249291999964043,7
cspan_main,18,7,3,5,6,2.426601799990749,8
cspan_main,18,7,4,8,6,6.50162709999131,8
cspan_main,18,7,5,8,8,8.271821300004376,5
cspan_main,18,7,6,5,8,5.271172000007937,6
cspan_main,18,7,7,6,5,2.761935899994569,7
