block_type,set_index,set_size,trial_in_set,stim_green,stim_yellow,rt_display,recall_value
practice,1,2,1,8,5,2.5795260000159033,8
practice,1,2,2,6,5,4.423901899979683,6
practice,2,2,1,8,5,4.940437200013548,8
practice,2,2,2,6,5,1.2772659000183921,6
practice,3,2,1,5,5,0.10905780000030063,8
practice,3,2,2,8,5,2.602757599990582,8
cspan_main,4,3,1,9,6,2.819912500010105,9
cspan_main,4,3,2,8,6,2.178437499998836,8
cspan_main,4,3,3,5,7,2.29412959999172,5
cspan_main,5,3,1,9,9,4.74737830000231,9
cspan_main,5,3,2,8,7,3.982429499999853,8
cspan_main,5,3,3,6,5,1.712143400014611,6
cspan_main,6,3,1,6,8,1.6663310999865644,6
cspan_main,6,3,2,5,7,2.8627225999953225,5
cspan_main,6,3,3,8,6,2.655685600009747,8
cspan_main,7,4,1,8,6,2.2288542999885976,8
cspan_main,7,4,2,8,5,2.0028774999955203,8
cspan_main,7,4,3,9,6,2.6594581000099424,9
cspan_main,7,4,4,7,9,2.677172800002154,7
cspan_main,8,4,1,7,6,1.8782915999763645,7
cspan_main,8,4,2,8,8,2.0735355999786407,8
cspan_main,8,4,3,7,5,2.4570742000069004,7
cspan_main,8,4,4,6,5,1.9394923000072595,6
cspan_main,9,4,1,6,8,1.484281299985014,6
cspan_main,9,4,2,7,8,1.4635904000024311,7
cspan_main,9,4,3,5,7,1.4871169999823906,5
cspan_main,9,4,4,8,5,5.23385839999537,8
cspan_main,10,5,1,9,5,0.039578800002345815,5
cspan_main,10,5,2,8,6,3.196473899995908,7
cspan_main,10,5,3,8,5,2.494617799995467,8
cspan_main,10,5,4,8,7,3.296701999992365,9
cspan_main,10,5,5,6,7,2.353026900003897,6
cspan_main,11,5,1,6,8,1.5269211000122596,6
cspan_main,11,5,2,9,7,2.583924800012028,9
cspan_main,11,5,3,9,7,6.127643000014359,9
cspan_main,11,5,4,6,9,2.14242310001282,6
cspan_main,11,5,5,7,5,4.815246500016656,6
cspan_main,12,5,1,9,6,3.120718599995598,9
cspan_main,12,5,2,7,6,2.551502399990568,7
cspan_main,12,5,3,6,7,2.194017100002384,6
cspan_main,12,5,4,8,9,4.155946300015785,7
cspan_main,12,5,5,7,8,5.967178100021556,7
cspan_main,13,6,1,8,5,3.7142258000094444,8
cspan_main,13,6,2,8,7,1.9754782000090927,8
cspan_main,13,6,3,6,8,2.3235046999761835,6
cspan_main,13,6,4,9,6,4.746415000001434,9
cspan_main,13,6,5,9,5,8.31200910001644,9
cspan_main,13,6,6,6,5,4.451101799990283,5
cspan_main,14,6,1,8,8,1.9358014000172261,8
cspan_main,14,6,2,6,6,3.6353972999786492,6
cspan_main,14,6,3,8,7,3.092503599997144,8
cspan_main,14,6,4,6,8,2.226761099998839,8
cspan_main,14,6,5,8,7,7.990478499996243,6
cspan_main,14,6,6,5,5,6.906652299978305,5
cspan_main,15,6,1,5,6,1.4359840999823064,5
cspan_main,15,6,2,9,7,4.010889600001974,9
cspan_main,15,6,3,9,9,7.4672097000002395,8
cspan_main,15,6,4,8,6,2.938614900020184,8
cspan_main,15,6,5,7,7,4.74389159999555,6
cspan_main,15,6,6,5,5,1.9861782000225503,5
cspan_main,16,7,1,9,8,4.45900019997498,9
cspan_main,16,7,2,7,5,5.519302100001369,7
cspan_main,16,7,3,9,9,4.8397967999917455,9
cspan_main,16,7,4,8,7,5.036140700016404,8
cspan_main,16,7,5,6,9,2.280494100006763,6
cspan_main,16,7,6,9,8,4.5846599000215065,9
cspan_main,16,7,7,8,9,5.291743600013433,7
cspan_main,17,7,1,7,9,3.1243579000001773,7
cspan_main,17,7,2,9,8,3.8858822000038344,9
cspan_main,17,7,3,9,7,4.0634193000150844,7
cspan_main,17,7,4,9,7,5.466025300003821,9
cspan_main,17,7,5,7,7,4.470657099998789,7
cspan_main,17,7,6,7,7,8.408633699989878,7
cspan_main,17,7,7,8,6,6.097279299981892,8
cspan_main,18,7,1,6,6,2.593249099998502,6
cspan_main,18,7,2,5,5,1.337998000002699,5
cspan_main,18,7,3,7,6,5.050657600018894,9
cspan_main,18,7,4,9,6,5.77468649999355,7
cspan_main,18,7,5,7,5,4.808431700017536,5
cspan_main,18,7,6,6,5,3.881808199977968,7
cspan_main,18,7,7,5,6,1.9068463000003248,7
