block_type,set_index,set_size,trial_in_set,stim_green,stim_yellow,rt_display,recall_value
practice,1,2,1,8,6,6.067796399991494,8
practice,1,2,2,5,6,2.350380199990468,5
practice,2,2,1,8,5,2.498220700013917,8
practice,2,2,2,8,8,1.4186387000081595,8
practice,3,2,1,6,8,1.1912278999807313,5
practice,3,2,2,8,8,2.400034099991899,8
cspan_main,4,3,1,5,5,1.435355299996445,5
cspan_main,4,3,2,5,6,1.032587700028671,5
cspan_main,4,3,3,6,7,1.3904798000003211,6
cspan_main,5,3,1,6,5,1.4300533999921754,6
cspan_main,5,3,2,8,6,1.5050874000007752,8
cspan_main,5,3,3,9,7,4.308468599978369,9
cspan_main,6,3,1,7,7,1.4437151000020094,7
cspan_main,6,3,2,7,8,1.936978400015505,7
cspan_main,6,3,3,7,5,1.4396746999991592,7
cspan_main,7,4,1,5,6,1.41755519999424,5
cspan_main,7,4,2,6,6,1.5996840000152588,6
cspan_main,7,4,3,8,8,1.435524100001203,8
cspan_main,7,4,4,8,9,1.6425567000114825,8
cspan_main,8,4,1,9,8,4.082783199992264,9
cspan_main,8,4,2,6,9,3.686480300006224,6
cspan_main,8,4,3,9,7,2.17072970001027,9
cspan_main,8,4,4,8,9,4.16408849999425,8
cspan_main,9,4,1,7,8,1.9999401000095531,7
cspan_main,9,4,2,9,6,3.887136900011683,9
cspan_main,9,4,3,7,6,2.349679799983278,7
cspan_main,9,4,4,5,7,1.6304636999848299,5
cspan_main,10,5,1,7,5,2.624304299999494,7
cspan_main,10,5,2,5,8,1.4960160000191536,5
cspan_main,10,5,3,6,5,1.4632756999926642,6
cspan_main,10,5,4,7,8,2.326649399998132,7
cspan_main,10,5,5,7,5,2.0990434999985155,7
cspan_main,11,5,1,7,9,2.737191199994413,7
cspan_main,11,5,2,8,8,3.4319826000137255,8
cspan_main,11,5,3,8,7,1.4451207999954931,8
cspan_main,11,5,4,6,5,1.6504880999855231,6
cspan_main,11,5,5,7,6,1.4824080000107642,7
cspan_main,12,5,1,6,7,1.2622491999936756,6
cspan_main,12,5,2,8,9,3.7515083999896888,8
cspan_main,12,5,3,7,8,1.6491251999977976,7
cspan_main,12,5,4,6,8,3.4602922999765724,6
cspan_main,12,5,5,7,9,2.1615355999965686,7
cspan_main,13,6,1,5,7,1.902410200011218,5
cspan_main,13,6,2,9,6,2.357337599998573,9
cspan_main,13,6,3,8,7,1.3745453000010457,8
cspan_main,13,6,4,7,7,1.505335499998182,7
cspan_main,13,6,5,5,6,1.2171021999965888,5
cspan_main,13,6,6,8,8,2.5691749999823514,8
cspan_main,14,6,1,6,9,2.778724100004183,6
cspan_main,14,6,2,9,7,1.8231797000044025,9
cspan_main,14,6,3,5,7,2.0190069999953266,5
cspan_main,14,6,4,8,7,2.742800599982729,8
cspan_main,14,6,5,7,7,2.5424134000204504,7
cspan_main,14,6,6,9,9,2.2752259999979287,9
cspan_main,15,6,1,8,8,2.2641165999812074,8
cspan_main,15,6,2,5,8,2.0471861000114586,5
cspan_main,15,6,3,6,6,1.9118455999996513,6
cspan_main,15,6,4,7,9,1.2209959000174422,7
cspan_main,15,6,5,6,9,1.722570000012638,6
cspan_main,15,6,6,6,5,1.6148061999992933,6
cspan_main,16,7,1,7,5,1.7083877999975812,7
cspan_main,16,7,2,7,8,1.7113520999846514,7
cspan_main,16,7,3,7,6,1.7905546000110917,7
cspan_main,16,7,4,8,9,1.9498491999984253,8
cspan_main,16,7,5,6,7,1.4679619999951683,6
cspan_main,16,7,6,6,7,1.043917600007262,6
cspan_main,16,7,7,9,6,3.4346170999924652,9
cspan_main,17,7,1,9,6,3.935207700007595,9
cspan_main,17,7,2,7,6,2.379519899986917,7
cspan_main,17,7,3,6,5,1.6872862000018358,6
cspan_main,17,7,4,5,6,1.304531700006919,5
cspan_main,17,7,5,8,5,2.8355776999960653,8
cspan_main,17,7,6,6,9,1.8168227999994997,6
cspan_main,17,7,7,7,6,2.5196771000046283,7
cspan_main,18,7,1,8,6,2.241344100009883,8
cspan_main,18,7,2,5,5,1.448866899998393,5
cspan_main,18,7,3,6,8,1.635829000006197,6
cspan_main,18,7,4,7,6,5.172549000009894,7
cspan_main,18,7,5,7,7,1.4946638999972492,7
cspan_main,18,7,6,8,5,2.04024329999811,8
cspan_main,18,7,7,9,7,4.626971999998204,9
