block_type,set_index,set_size,trial_in_set,problem_text,shown_answer,is_true_display,resp_true,resp_correct,timeout,rt_problem,rt_answer,letter,letter_position,letter_shown,recall_letter,recall_click_index
main,13,5,1,8 - 2 = ?,6,True,True,True,False,0.6658628000004683,0.7588115999824367,L,1,True,,
main,13,5,2,6 * 8 = ?,50,False,False,True,False,0.6208441999915522,3.210661600023741,S,2,True,,
main,13,5,3,32 / 4 = ?,9,False,False,True,False,1.923207400017418,1.5053600000101142,R,3,True,,
main,13,5,4,6 * 8 = ?,47,False,False,True,False,0.9816788999887649,0.7925660000182688,H,4,True,,
main,13,5,5,18 / 9 = ?,2,True,True,True,False,1.3470315000158735,1.3608435000060126,T,5,True,,
main_recall,13,5,1,,,,,,,,,L,1,False,L,1
main_recall,13,5,2,,,,,,,,,S,2,False,S,2
main_recall,13,5,3,,,,,,,,,R,3,False,R,3
main_recall,13,5,4,,,,,,,,,H,4,False,H,4
main_recall,13,5,5,,,,,,,,,T,5,False,T,5
main,14,5,1,2 * 1 = ?,0,False,False,True,False,1.2041351999796461,1.0636759999906644,T,1,True,,
main,14,5,2,6 - 3 = ?,3,True,True,True,False,1.0303627999965101,0.806714300008025,K,2,True,,
main,14,5,3,7 * 1 = ?,9,False,False,True,False,0.563340499997139,0.5399412999977358,S,3,True,,
main,14,5,4,1 * 7 = ?,8,False,False,True,False,0.7551644000050146,0.7072748999926262,N,4,True,,
main,14,5,5,9 * 4 = ?,36,True,True,True,False,0.5080843000032473,0.977553100005025,P,5,True,,
main_recall,14,5,1,,,,,,,,,T,1,False,T,1
main_recall,14,5,2,,,,,,,,,K,2,False,K,2
main_recall,14,5,3,,,,,,,,,S,3,False,S,3
main_recall,14,5,4,,,,,,,,,N,4,False,N,4
main_recall,14,5,5,,,,,,,,,P,5,False,P,5
main,15,3,1,8 - 1 = ?,9,False,False,True,False,1.6790374999982305,0.8126508000132162,R,1,True,,
main,15,3,2,8 * 7 = ?,56,True,True,True,False,0.6149292000045534,0.6942692000011448,Q,2,True,,
main,15,3,3,6 * 8 = ?,48,True,True,True,False,0.781318099994678,0.6332648000097834,J,3,True,,
main_recall,15,3,1,,,,,,,,,R,1,False,R,1
main_recall,15,3,2,,,,,,,,,Q,2,False,Q,2
main_recall,15,3,3,,,,,,,,,J,3,False,J,3
