session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,right,left,False,15,15
1,1,3,right,left,False,16,15
1,2,2,right,left,False,16,16
1,2,3,right,right,True,17,16
1,3,2,right,right,True,17,16
1,3,3,right,right,True,17,16
1,4,2,right,left,False,17,16
1,4,3,right,left,False,18,16
1,5,2,right,right,True,18,17
1,5,3,left,right,False,18,17
1,6,2,left,left,True,18,18
1,6,3,right,right,True,17,18
1,7,2,left,left,True,17,18
1,7,3,left,right,False,17,18
1,8,2,right,right,True,17,19
1,8,3,left,left,True,16,19
1,9,2,left,left,True,16,19
1,9,3,left,left,True,16,19
1,10,2,left,left,True,16,19
1,10,3,left,right,False,15,19
1,11,2,left,right,False,15,20
1,11,3,left,left,True,16,20
1,12,2,right,right,True,16,20
1,12,3,left,left,True,16,20
1,13,2,left,right,False,16,20
1,13,3,right,left,False,17,20
1,14,2,left,left,True,17,21
1,14,3,left,left,True,17,21
1,15,2,left,left,True,17,21
1,15,3,left,left,True,16,21
1,16,2,left,left,True,16,21
1,16,3,right,left,False,16,21
1,17,2,left,left,True,16,22
1,17,3,left,right,False,15,22
1,18,2,right,left,False,15,23
1,18,3,left,left,True,16,23
1,19,2,right,left,False,16,23
1,19,3,right,right,True,17,23
1,20,2,left,left,True,17,23
1,20,3,left,right,False,17,23
1,21,2,right,left,False,17,24
1,21,3,left,left,True,18,24
1,22,2,right,right,True,18,24
1,22,3,right,left,False,18,24
1,23,2,right,right,True,18,25
1,23,3,left,left,True,17,25
1,24,2,right,right,True,17,25
1,24,3,left,left,True,17,25
1,25,2,right,left,False,17,25
1,25,3,left,left,True,18,25
