session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,left,right,False,15,15
1,1,3,left,right,False,16,15
1,2,2,left,left,True,16,16
1,2,3,left,left,True,16,16
1,3,2,right,left,False,16,16
1,3,3,left,right,False,17,16
1,4,2,left,right,False,17,17
1,4,3,right,right,True,18,17
1,5,2,left,right,False,18,17
1,5,3,left,left,True,19,17
1,6,2,left,right,False,19,17
1,6,3,left,left,True,20,17
1,7,2,right,left,False,20,16
1,7,3,left,right,False,21,16
1,8,2,right,left,False,21,17
1,8,3,left,left,True,22,17
1,9,2,right,left,False,22,17
1,9,3,left,right,False,23,17
1,10,2,left,right,False,23,18
1,10,3,right,left,False,24,18
1,11,2,right,left,False,24,19
1,11,3,right,right,True,25,19
1,12,2,left,right,False,25,19
1,12,3,right,right,True,26,19
1,13,2,right,left,False,26,19
1,13,3,right,right,True,27,19
1,14,2,right,right,True,27,18
1,14,3,right,right,True,27,18
1,15,2,left,left,True,27,18
1,15,3,left,left,True,26,18
1,16,2,right,left,False,26,18
1,16,3,right,right,True,27,18
1,17,2,right,right,True,27,17
1,17,3,left,right,False,27,17
1,18,2,right,left,False,27,18
1,18,3,left,right,False,28,18
1,19,2,left,left,True,28,19
1,19,3,left,left,True,28,19
1,20,2,right,left,False,28,19
1,20,3,left,right,False,29,19
1,21,2,right,left,False,29,20
1,21,3,left,right,False,30,20
1,22,2,left,left,True,30,21
1,22,3,left,left,True,30,21
1,23,2,left,right,False,30,21
1,23,3,left,left,True,31,21
1,24,2,left,right,False,31,21
1,24,3,left,right,False,32,21
1,25,2,right,right,True,32,22
1,25,3,left,right,False,32,22
