session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,right,right,True,15,15
1,1,3,left,left,True,15,15
1,2,2,right,left,False,15,15
1,2,3,right,right,True,16,15
1,3,2,left,left,True,16,15
1,3,3,right,right,True,16,15
1,4,2,right,right,True,16,14
1,4,3,left,right,False,15,14
1,5,2,left,left,True,15,15
1,5,3,left,left,True,15,15
1,6,2,left,right,False,15,15
1,6,3,right,left,False,16,15
1,7,2,left,left,True,16,16
1,7,3,left,left,True,16,16
1,8,2,left,left,True,16,16
1,8,3,left,left,True,15,16
1,9,2,left,left,True,15,16
1,9,3,left,right,False,15,16
1,10,2,right,left,False,15,17
1,10,3,right,right,True,16,17
1,11,2,right,left,False,16,17
1,11,3,left,left,True,17,17
1,12,2,left,left,True,17,17
1,12,3,right,right,True,17,17
1,13,2,left,left,True,17,16
1,13,3,right,right,True,16,16
1,14,2,right,right,True,16,16
1,14,3,right,right,True,16,16
1,15,2,right,right,True,16,16
1,15,3,right,right,True,15,16
1,16,2,right,left,False,15,15
1,16,3,right,right,True,16,15
1,17,2,right,right,True,16,15
1,17,3,left,left,True,16,15
1,18,2,right,right,True,16,15
1,18,3,right,left,False,15,15
1,19,2,right,right,True,15,16
1,19,3,left,left,True,15,16
1,20,2,right,right,True,15,16
1,20,3,left,left,True,14,16
1,21,2,right,right,True,14,16
1,21,3,left,right,False,14,16
1,22,2,right,left,False,14,17
1,22,3,left,left,True,15,17
1,23,2,left,left,True,15,17
1,23,3,right,right,True,15,17
1,24,2,right,left,False,15,17
1,24,3,left,left,True,16,17
1,25,2,left,left,True,16,16
1,25,3,right,right,True,16,16
2,1,2,right,right,True,16,16
2,1,3,right,left,False,16,16
2,2,2,right,right,True,16,17
2,2,3,left,left,True,15,17
2,3,2,left,left,True,15,17
2,3,3,left,left,True,15,17
2,4,2,right,right,True,15,17
2,4,3,left,left,True,14,17
2,5,2,left,right,False,14,16
2,5,3,left,left,True,15,16
2,6,2,right,right,True,15,16
2,6,3,left,left,True,15,16
2,7,2,left,left,True,15,16
2,7,3,left,left,True,14,16
2,8,2,right,right,True,14,15
2,8,3,left,right,False,14,15
2,9,2,left,left,True,14,16
2,9,3,left,left,True,13,16
2,10,2,right,right,True,13,16
2,10,3,left,left,True,13,16
2,11,2,right,right,True,13,16
2,11,3,right,right,True,12,16
2,12,2,right,right,True,12,15
2,12,3,left,left,True,12,15
2,13,2,right,right,True,12,15
2,13,3,right,right,True,11,15
2,14,2,right,right,True,11,15
2,14,3,left,left,True,11,15
2,15,2,left,right,False,11,14
2,15,3,left,left,True,12,14
2,16,2,right,right,True,12,14
2,16,3,left,left,True,12,14
2,17,2,left,left,True,12,14
2,17,3,left,left,True,11,14
2,18,2,right,right,True,11,13
2,18,3,right,left,False,11,13
2,19,2,left,right,False,11,14
2,19,3,right,right,True,12,14
2,20,2,left,right,False,12,14
2,20,3,right,right,True,13,14
2,21,2,left,left,True,13,14
2,21,3,right,right,True,13,14
2,22,2,right,left,False,13,13
2,22,3,right,right,True,14,13
2,23,2,left,left,True,14,13
2,23,3,left,right,False,14,13
2,24,2,right,right,True,14,14
2,24,3,left,left,True,13,14
2,25,2,left,left,True,13,14
2,25,3,left,left,True,13,14
3,1,2,right,right,True,13,14
3,1,3,right,left,False,13,14
3,2,2,left,right,False,13,15
3,2,3,left,left,True,14,15
3,3,2,right,right,True,14,15
3,3,3,right,left,False,14,15
3,4,2,left,left,True,14,16
3,4,3,left,left,True,13,16
3,5,2,left,left,True,13,16
3,5,3,left,left,True,13,16
3,6,2,left,left,True,13,16
3,6,3,right,right,True,12,16
3,7,2,right,right,True,12,15
3,7,3,right,right,True,12,15
3,8,2,left,left,True,12,15
3,8,3,right,right,True,11,15
3,9,2,right,right,True,11,15
3,9,3,left,left,True,11,15
3,10,2,right,right,True,11,14
3,10,3,left,left,True,10,14
3,11,2,left,right,False,10,14
3,11,3,left,left,True,11,14
3,12,2,left,left,True,11,14
3,12,3,left,left,True,11,14
3,13,2,left,left,True,11,13
3,13,3,right,right,True,10,13
3,14,2,left,left,True,10,13
3,14,3,left,left,True,10,13
3,15,2,left,right,False,10,13
3,15,3,right,right,True,11,13
3,16,2,left,left,True,11,12
3,16,3,left,left,True,11,12
3,17,2,left,left,True,11,12
3,17,3,right,left,False,10,12
3,18,2,right,right,True,10,13
3,18,3,left,left,True,10,13
3,19,2,left,left,True,10,13
3,19,3,right,right,True,9,13
3,20,2,right,right,True,9,13
3,20,3,left,left,True,9,13
3,21,2,left,left,True,9,12
3,21,3,left,left,True,8,12
3,22,2,right,right,True,8,12
3,22,3,left,left,True,8,12
3,23,2,left,right,False,8,12
3,23,3,right,right,True,9,12
3,24,2,right,right,True,9,11
3,24,3,right,right,True,9,11
3,25,2,left,left,True,9,11
3,25,3,left,left,True,8,11
