session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,right,left,False,15,15
1,1,3,left,right,False,16,15
1,2,2,left,left,True,16,16
1,2,3,left,left,True,16,16
1,3,2,right,left,False,16,16
1,3,3,right,right,True,17,16
1,4,2,left,left,True,17,16
1,4,3,left,left,True,17,16
1,5,2,right,left,False,17,15
1,5,3,right,right,True,18,15
1,6,2,left,left,True,18,15
1,6,3,right,left,False,18,15
1,7,2,left,left,True,18,16
1,7,3,right,left,False,17,16
1,8,2,right,left,False,17,17
1,8,3,left,right,False,18,17
1,9,2,right,left,False,18,18
1,9,3,right,left,False,19,18
1,10,2,right,left,False,19,19
1,10,3,left,right,False,20,19
1,11,2,right,left,False,20,20
1,11,3,right,right,True,21,20
1,12,2,right,left,False,21,20
1,12,3,left,left,True,22,20
1,13,2,right,right,True,22,20
1,13,3,right,right,True,22,20
1,14,2,left,left,True,22,19
1,14,3,right,right,True,21,19
1,15,2,left,left,True,21,19
1,15,3,right,left,False,21,19
1,16,2,left,left,True,21,20
1,16,3,right,right,True,20,20
1,17,2,left,left,True,20,20
1,17,3,right,right,True,20,20
1,18,2,left,left,True,20,20
1,18,3,right,right,True,19,20
1,19,2,left,left,True,19,19
1,19,3,left,right,False,19,19
1,20,2,left,left,True,19,20
1,20,3,right,right,True,18,20
1,21,2,left,left,True,18,20
1,21,3,right,right,True,18,20
1,22,2,left,left,True,18,20
1,22,3,left,left,True,17,20
1,23,2,right,left,False,17,19
1,23,3,left,right,False,18,19
1,24,2,right,left,False,18,20
1,24,3,right,right,True,19,20
1,25,2,right,right,True,19,20
1,25,3,left,left,True,19,20
2,1,2,right,right,True,19,20
2,1,3,right,left,False,19,20
2,2,2,right,right,True,19,21
2,2,3,left,left,True,18,21
2,3,2,left,left,True,18,21
2,3,3,left,left,True,18,21
2,4,2,left,left,True,18,21
2,4,3,right,left,False,17,21
2,5,2,right,left,False,17,22
2,5,3,left,left,True,18,22
2,6,2,right,left,False,18,22
2,6,3,left,right,False,19,22
2,7,2,right,right,True,19,23
2,7,3,left,right,False,19,23
2,8,2,right,left,False,19,24
2,8,3,left,right,False,20,24
2,9,2,right,left,False,20,25
2,9,3,right,left,False,21,25
2,10,2,right,right,True,21,26
2,10,3,left,left,True,21,26
2,11,2,left,left,True,21,26
2,11,3,left,left,True,20,26
2,12,2,right,right,True,20,26
2,12,3,right,right,True,20,26
2,13,2,left,left,True,20,25
2,13,3,left,left,True,19,25
2,14,2,left,left,True,19,25
2,14,3,right,left,False,19,25
2,15,2,left,left,True,19,26
2,15,3,left,left,True,18,26
2,16,2,right,right,True,18,26
2,16,3,right,right,True,18,26
2,17,2,right,left,False,18,26
2,17,3,left,left,True,19,26
2,18,2,left,left,True,19,25
2,18,3,left,left,True,19,25
2,19,2,right,right,True,19,25
2,19,3,right,right,True,18,25
2,20,2,right,right,True,18,25
2,20,3,left,left,True,18,25
2,21,2,left,left,True,18,24
2,21,3,left,left,True,17,24
2,22,2,left,right,False,17,24
2,22,3,left,left,True,18,24
2,23,2,left,right,False,18,24
2,23,3,left,left,True,19,24
2,24,2,left,left,True,19,23
2,24,3,left,right,False,19,23
2,25,2,left,left,True,19,24
2,25,3,right,left,False,18,24
3,1,2,left,left,True,18,24
3,1,3,right,left,False,18,24
3,2,2,right,right,True,18,25
3,2,3,left,left,True,17,25
3,3,2,right,right,True,17,25
3,3,3,left,left,True,17,25
3,4,2,right,right,True,17,25
3,4,3,right,right,True,16,25
3,5,2,left,left,True,16,24
3,5,3,left,left,True,16,24
3,6,2,right,right,True,16,24
3,6,3,left,right,False,15,24
3,7,2,right,right,True,15,25
3,7,3,right,left,False,15,25
3,8,2,right,right,True,15,26
3,8,3,right,right,True,14,26
3,9,2,left,left,True,14,26
3,9,3,left,left,True,14,26
3,10,2,right,right,True,14,26
3,10,3,right,right,True,13,26
3,11,2,left,left,True,13,25
3,11,3,left,right,False,13,25
3,12,2,right,left,False,13,26
3,12,3,left,left,True,14,26
3,13,2,right,left,False,14,26
3,13,3,right,right,True,15,26
3,14,2,left,right,False,15,26
3,14,3,left,left,True,16,26
3,15,2,right,right,True,16,25
3,15,3,right,left,False,16,25
3,16,2,right,right,True,16,26
3,16,3,right,right,True,15,26
3,17,2,right,right,True,15,26
3,17,3,right,right,True,15,26
3,18,2,right,right,True,15,26
3,18,3,left,right,False,14,26
3,19,2,right,left,False,14,27
3,19,3,left,right,False,15,27
3,20,2,right,right,True,15,28
3,20,3,right,right,True,15,28
3,21,2,left,right,False,15,28
3,21,3,left,left,True,16,28
3,22,2,left,left,True,16,28
3,22,3,left,left,True,16,28
3,23,2,left,left,True,16,27
3,23,3,left,left,True,15,27
3,24,2,right,left,False,15,27
3,24,3,right,right,True,16,27
3,25,2,right,right,True,16,27
3,25,3,right,right,True,16,27
