session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,right,left,False,15,15
1,1,3,right,left,False,16,15
1,2,2,right,left,False,16,16
1,2,3,right,right,True,17,16
1,3,2,left,left,True,17,16
1,3,3,right,left,False,17,16
1,4,2,left,left,True,17,17
1,4,3,left,left,True,16,17
1,5,2,right,right,True,16,17
1,5,3,right,left,False,16,17
1,6,2,left,right,False,16,18
1,6,3,right,left,False,17,18
1,7,2,right,right,True,17,19
1,7,3,left,right,False,17,19
1,8,2,right,right,True,17,20
1,8,3,right,right,True,16,20
1,9,2,left,right,False,16,20
1,9,3,left,left,True,17,20
1,10,2,left,left,True,17,20
1,10,3,right,left,False,17,20
1,11,2,right,left,False,17,21
1,11,3,left,right,False,18,21
1,12,2,right,left,False,18,22
1,12,3,left,left,True,19,22
1,13,2,right,left,False,19,22
1,13,3,left,right,False,20,22
1,14,2,left,left,True,20,23
1,14,3,left,left,True,20,23
1,15,2,left,left,True,20,23
1,15,3,right,left,False,19,23
1,16,2,left,right,False,19,24
1,16,3,left,left,True,20,24
1,17,2,left,left,True,20,24
1,17,3,right,left,False,20,24
1,18,2,right,left,False,20,25
1,18,3,right,left,False,21,25
1,19,2,right,right,True,21,26
1,19,3,right,right,True,21,26
1,20,2,left,right,False,21,26
1,20,3,left,left,True,22,26
1,21,2,left,left,True,22,26
1,21,3,left,left,True,22,26
1,22,2,right,left,False,22,25
1,22,3,left,right,False,23,25
1,23,2,left,left,True,23,26
1,23,3,right,left,False,23,26
1,24,2,right,left,False,23,27
1,24,3,left,right,False,24,27
1,25,2,right,left,False,24,28
1,25,3,left,right,False,25,28
2,1,2,right,left,False,25,28
2,1,3,right,right,True,26,28
2,2,2,right,right,True,26,28
2,2,3,right,left,False,26,28
2,3,2,left,right,False,26,29
2,3,3,right,right,True,27,29
2,4,2,right,right,True,27,29
2,4,3,right,right,True,27,29
2,5,2,left,left,True,27,29
2,5,3,right,left,False,26,29
2,6,2,right,right,True,26,30
2,6,3,right,right,True,26,30
2,7,2,left,left,True,26,30
2,7,3,right,left,False,25,30
2,8,2,right,right,True,25,31
2,8,3,left,right,False,25,31
2,9,2,left,left,True,25,32
2,9,3,right,left,False,24,32
2,10,2,right,right,True,24,33
2,10,3,right,right,True,24,33
2,11,2,right,left,False,24,33
2,11,3,left,right,False,25,33
2,12,2,right,left,False,25,34
2,12,3,left,left,True,26,34
2,13,2,right,left,False,26,34
2,13,3,right,left,False,27,34
2,14,2,right,right,True,27,35
2,14,3,right,right,True,27,35
2,15,2,right,right,True,27,35
2,15,3,right,right,True,26,35
2,16,2,left,right,False,26,35
2,16,3,left,left,True,27,35
2,17,2,right,left,False,27,34
2,17,3,left,left,True,28,34
2,18,2,right,left,False,28,34
2,18,3,left,left,True,29,34
2,19,2,left,left,True,29,34
2,19,3,right,left,False,29,34
2,20,2,right,right,True,29,35
2,20,3,left,left,True,28,35
2,21,2,left,right,False,28,35
2,21,3,left,right,False,29,35
2,22,2,right,left,False,29,36
2,22,3,right,right,True,30,36
2,23,2,right,right,True,30,36
2,23,3,right,right,True,30,36
2,24,2,left,right,False,30,36
2,24,3,left,right,False,31,36
2,25,2,right,left,False,31,37
2,25,3,right,right,True,32,37
3,1,2,left,left,True,32,37
3,1,3,right,right,True,32,37
3,2,2,right,right,True,32,37
3,2,3,left,right,False,31,37
3,3,2,left,right,False,31,38
3,3,3,left,left,True,32,38
3,4,2,right,left,False,32,38
3,4,3,right,right,True,33,38
3,5,2,left,right,False,33,38
3,5,3,left,left,True,34,38
3,6,2,left,left,True,34,37
3,6,3,right,right,True,34,37
3,7,2,left,right,False,34,37
3,7,3,left,right,False,35,37
3,8,2,left,left,True,35,38
3,8,3,left,right,False,35,38
3,9,2,left,left,True,35,39
3,9,3,right,left,False,34,39
3,10,2,left,right,False,34,40
3,10,3,left,left,True,35,40
3,11,2,left,right,False,35,40
3,11,3,right,left,False,36,40
3,12,2,right,right,True,36,41
3,12,3,left,right,False,36,41
3,13,2,right,left,False,36,42
3,13,3,right,right,True,37,42
3,14,2,left,left,True,37,42
3,14,3,left,left,True,37,42
3,15,2,left,left,True,37,42
3,15,3,left,left,True,36,42
3,16,2,left,left,True,36,41
3,16,3,right,left,False,36,41
3,17,2,left,right,False,36,42
3,17,3,left,left,True,37,42
3,18,2,right,left,False,37,42
3,18,3,left,left,True,38,42
3,19,2,right,left,False,38,42
3,19,3,right,left,False,39,42
3,20,2,right,right,True,39,43
3,20,3,left,left,True,39,43
3,21,2,right,left,False,39,43
3,21,3,right,right,True,40,43
3,22,2,left,right,False,40,43
3,22,3,left,left,True,41,43
3,23,2,right,left,False,41,42
3,23,3,right,right,True,42,42
3,24,2,right,right,True,42,42
3,24,3,left,right,False,42,42
3,25,2,right,left,False,42,43
3,25,3,right,left,False,43,43
