session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,left,left,True,15,15
1,1,3,left,left,True,15,15
1,2,2,left,left,True,15,15
1,2,3,right,left,False,14,15
1,3,2,right,right,True,14,16
1,3,3,right,right,True,14,16
1,4,2,left,right,False,14,16
1,4,3,left,left,True,15,16
1,5,2,right,left,False,15,16
1,5,3,left,right,False,16,16
1,6,2,right,left,False,16,17
1,6,3,left,left,True,17,17
1,7,2,left,right,False,17,17
1,7,3,right,left,False,18,17
1,8,2,left,right,False,18,18
1,8,3,left,right,False,19,18
1,9,2,right,right,True,19,19
1,9,3,left,left,True,19,19
1,10,2,left,left,True,19,19
1,10,3,right,left,False,18,19
1,11,2,right,right,True,18,20
1,11,3,left,right,False,18,20
1,12,2,left,left,True,18,21
1,12,3,right,right,True,17,21
1,13,2,right,left,False,17,21
1,13,3,right,right,True,18,21
1,14,2,left,left,True,18,21
1,14,3,left,right,False,18,21
1,15,2,left,right,False,18,22
1,15,3,right,left,False,19,22
1,16,2,left,left,True,19,23
1,16,3,left,left,True,19,23
1,17,2,right,left,False,19,23
1,17,3,right,right,True,20,23
1,18,2,right,right,True,20,23
1,18,3,left,left,True,20,23
1,19,2,right,left,False,20,22
1,19,3,left,right,False,21,22
1,20,2,right,left,False,21,23
1,20,3,right,left,False,22,23
1,21,2,right,right,True,22,24
1,21,3,right,right,True,22,24
1,22,2,right,right,True,22,24
1,22,3,left,left,True,21,24
1,23,2,right,right,True,21,24
1,23,3,right,right,True,21,24
1,24,2,right,right,True,21,23
1,24,3,right,right,True,20,23
1,25,2,left,left,True,20,23
1,25,3,right,right,True,20,23
