session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,right,right,True,15,15
1,1,3,left,right,False,15,15
1,2,2,right,right,True,15,16
1,2,3,left,left,True,14,16
1,3,2,right,right,True,14,16
1,3,3,right,right,True,14,16
1,4,2,left,left,True,14,16
1,4,3,right,right,True,13,16
1,5,2,left,left,True,13,15
1,5,3,right,right,True,13,15
1,6,2,right,left,False,13,15
1,6,3,left,left,True,14,15
1,7,2,right,left,False,14,15
1,7,3,left,right,False,15,15
1,8,2,left,left,True,15,16
1,8,3,right,right,True,15,16
1,9,2,left,left,True,15,16
1,9,3,left,right,False,14,16
1,10,2,right,right,True,14,17
1,10,3,left,right,False,14,17
1,11,2,right,right,True,14,18
1,11,3,right,right,True,13,18
1,12,2,left,left,True,13,18
1,12,3,right,right,True,13,18
1,13,2,left,left,True,13,18
1,13,3,left,left,True,12,18
1,14,2,left,left,True,12,17
1,14,3,right,right,True,12,17
1,15,2,right,right,True,12,17
1,15,3,right,right,True,11,17
1,16,2,right,right,True,11,17
1,16,3,right,right,True,11,17
1,17,2,right,right,True,11,16
1,17,3,left,left,True,10,16
1,18,2,left,right,False,10,16
1,18,3,left,right,False,11,16
1,19,2,left,left,True,11,17
1,19,3,right,right,True,11,17
1,20,2,right,right,True,11,17
1,20,3,left,left,True,10,17
1,21,2,right,right,True,10,17
1,21,3,left,left,True,10,17
1,22,2,left,right,False,10,16
1,22,3,right,right,True,11,16
1,23,2,right,right,True,11,16
1,23,3,right,right,True,11,16
1,24,2,right,right,True,11,16
1,24,3,right,right,True,10,16
1,25,2,right,right,True,10,15
1,25,3,left,left,True,10,15
